head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
pa:12674,-0.050438882,-0.248391481,0.189784963,0.172148486,0.293018262,0.194359517,0.077658317,-0.336316725,0.363688376,-0.018877138,-0.013181961,0.284991181,-0.544494107,0.159518799,0.267204714,-0.141390675
pa:12675,-0.049238496,-0.272097208,0.223735326,0.115467752,0.266275128,0.250369335,0.090496228,-0.436744361,0.24342742,-0.018343462,-0.000667213,0.277061476,-0.529867542,0.155090859,0.25982394,-0.137650882
pa:12676,-0.050764849,-0.23144582,0.168675019,0.07511844,0.271234565,0.189875845,0.076317009,-0.445647472,0.30704814,-0.019552309,-0.022739594,0.287031134,-0.548952907,0.160609976,0.269076434,-0.136392594
pa:12677,-0.049383511,-0.270734846,0.18821698,0.123380345,0.274551035,0.255001645,0.123508289,-0.428859627,0.245669688,-0.018275484,-0.001144962,0.278408649,-0.533052721,0.155901501,0.261180317,-0.138458183
pa:12678,-0.050401109,-0.25071091,0.223151077,0.046956515,0.241674666,0.194501484,0.094714448,-0.393792618,0.355321071,-0.019461553,0.003051683,0.286007509,-0.544527566,0.160037129,0.268117743,-0.140963919
pa:12679,-0.047111803,-0.232995456,0.203628729,0.07934645,0.244791519,0.177224509,0.073221775,-0.395776103,0.299672132,0.069021758,-0.057982318,0.265503422,-0.611205441,0.148643129,0.249008452,-0.127702878
pa:12680,-0.049795153,-0.250399668,0.243647072,0.104093259,0.256526859,0.1950046,0.091963319,-0.447990165,0.263056019,-0.018778128,0.000892822,0.281594577,-0.537409437,0.15759319,0.264066505,-0.139330032
pa:12681,-0.051094223,-0.216532726,0.138339783,0.134922815,0.318420378,0.194263266,-0.017824929,-0.436743838,0.294085275,-0.018299926,-0.003006818,0.284585771,-0.546184834,0.159335012,0.266980174,-0.142004099
pa:12682,-0.047634194,-0.230107313,0.20876805,0.122023028,0.247253146,0.183604538,0.044850726,-0.337424549,0.337706396,-0.017471723,-0.103477243,0.267954439,-0.613511477,0.150033741,0.251317842,-0.129116712
pa:12683,-0.051492785,-0.255786854,0.229797279,0.090661735,0.33766029,0.195952396,0.180286944,-0.34516651,0.256783841,-0.018680549,-0.103476459,0.254798828,-0.552488043,0.161276092,0.270174302,-0.143792318
pa:12684,-0.051254709,-0.273089595,0.157022942,0.124018249,0.320365377,0.245626112,0.180340741,-0.342061716,0.255031733,-0.018513718,-0.002728097,0.285719813,-0.549284342,0.159993817,0.268030316,-0.155191425
pa:12685,-0.050416644,-0.246065069,0.256996442,0.15200176,0.263019824,0.189710814,0.074478755,-0.33371678,0.364925301,-0.018998924,-0.014902631,0.284581747,-0.542795699,0.159233075,0.266779225,-0.140645122
pa:12686,-0.048135225,-0.216644218,0.182007739,0.099402876,0.255185317,0.176203514,0.075096636,-0.357541076,0.335173155,0.08291571,-0.00179327,0.269870748,-0.618213923,0.151087889,0.253112054,-0.13025733
pa:12687,-0.05420182,-0.25785507,0.111021286,0.022264338,0.30867311,0.157091383,0.187756104,-0.36183484,0.270854175,-0.019402969,-0.003363586,0.3018115,-0.579160496,0.168966919,0.28309231,-0.150532357
pa:12688,-0.049271981,-0.245909464,0.187540624,0.1377492,0.266016095,0.25574644,0.053067279,-0.422609917,0.306250413,-0.018452466,4.33E-05,0.278205867,-0.53149699,0.15576743,0.260927539,-0.137856298
pa:12689,-0.04971975,-0.24647434,0.240017819,0.128820072,0.253766943,0.182944855,0.059618669,-0.373976202,0.363468143,-0.019765535,-0.021736493,0.284168696,-0.541739734,0.158892307,0.26627476,-0.133944289
pa:12690,-0.049268588,-0.25202035,0.236984167,0.12335729,0.280445599,0.197033004,0.123419119,-0.341647319,0.364273855,-0.019094134,0.003120052,0.281597792,-0.535899181,0.15754753,0.263918375,-0.138649848
pa:12691,-0.0525974,-0.248491268,0.264561626,0.131413007,0.257697229,0.199191629,0.037335981,-0.351273638,0.271314921,-0.019243496,-0.113707574,0.294659483,-0.564393109,0.164997497,0.276389044,-0.146494637
pa:12692,-0.05264951,-0.251138708,0.254051874,0.188150785,0.252746039,0.17970264,0.102028599,-0.349611029,0.25761117,-0.019421362,-0.041460259,0.294770795,-0.571175962,0.165019603,0.27643377,-0.14200156
pa:12693,-0.049247872,-0.248887448,0.210505631,0.099221367,0.261547854,0.190081245,0.071693017,-0.414109492,0.344736114,-0.020165567,-0.001730275,0.283497113,-0.536234349,0.158459992,0.265497601,-0.132432616
pa:12694,-0.049186682,-0.247970569,0.209943272,0.122966359,0.260009347,0.199565516,0.073128876,-0.416469474,0.333664373,-0.019451402,0.005233636,0.281773451,-0.534720736,0.157574152,0.264010987,-0.138118913
pa:12695,-0.050309874,-0.253473544,0.234380315,0.085421092,0.26302582,0.19796721,0.134729473,-0.334430131,0.368637333,-0.019251781,-0.000858281,0.285972462,-0.545163931,0.159977272,0.268035459,-0.141193115
pa:12696,-0.050241758,-0.249687293,0.241143796,0.12942503,0.277347048,0.185840746,0.129017167,-0.331923147,0.354084245,-0.019483714,-0.05857824,0.285381319,-0.542743917,0.159615618,0.267407402,-0.140606833
pa:12697,-0.049703772,-0.249797278,0.227302707,0.060651973,0.24330047,0.208273049,0.075474524,-0.423387106,0.326159109,-0.019090579,0.003184858,0.283104354,-0.538864912,0.158402823,0.265346458,-0.139577296
pa:12698,-0.048862641,-0.242252569,0.229805105,0.10549053,0.256047382,0.165553819,0.043037457,-0.325344451,0.316563125,-0.017713387,-0.073180402,0.272721815,-0.593782284,0.152700794,0.255799294,-0.229632721
pa:12699,-0.051778801,-0.251403878,0.235707424,0.094286288,0.281946736,0.197567654,0.151686198,-0.346219663,0.269567311,-0.019008173,-0.113353099,0.290876063,-0.558372055,0.162845042,0.272826676,-0.158257846
pa:12700,-0.051283561,-0.232534563,0.163986467,0.102561741,0.291506299,0.201275424,0.077858313,-0.351880832,0.37351174,-0.019787171,0.00200611,0.290182712,-0.552761076,0.16233929,0.271990062,-0.143273921
pa:12701,-0.050424077,-0.249318123,0.147229773,0.106134246,0.298854761,0.19282143,0.077203752,-0.443467259,0.289158745,-0.018868802,0.000761592,0.283566755,-0.54155334,0.158696216,0.265912442,-0.140304916
pa:12702,-0.050065479,-0.205420938,0.129170771,0.12298818,0.361997535,0.211400699,0.07846629,-0.436955837,0.265340757,-0.018104985,-0.002799124,0.27999098,-0.537079259,0.156805457,0.262663462,-0.13962165
pa:12703,-0.046514392,-0.256682677,0.219988728,0.113739152,0.256852545,0.228113849,0.048297495,-0.339860102,0.32842472,-0.017208961,-0.000918526,0.261576891,-0.571475567,0.146429225,0.245363016,-0.223519517
pa:12704,-0.049902129,-0.25176993,0.237321189,0.117147807,0.283527691,0.191397181,0.126480141,-0.330813281,0.365038055,-0.019390708,-0.01730435,0.283736783,-0.540113638,0.158714052,0.265904956,-0.139886086
pa:12705,-0.051334929,-0.247065244,0.225818937,0.16161409,0.393798675,0.169279659,0.109714608,-0.343828886,0.256872192,-0.018411674,-0.087102956,0.225692373,-0.549600458,0.160372516,0.268674511,-0.142861127
pa:12706,-0.050266869,-0.242170685,0.191825763,0.152132338,0.276203765,0.195101225,0.027357072,-0.38579794,0.352957095,-0.019085292,0.001081339,0.284010407,-0.541721147,0.158940084,0.266275968,-0.140396152
pa:12707,-0.048942479,-0.24513569,0.244685438,0.127041802,0.275638708,0.190553961,0.138493847,-0.371562691,0.351685013,-0.018934516,0.003556167,0.278015293,-0.52896572,0.155501411,0.260538452,-0.136981516
pa:12708,-0.050602493,-0.25013607,0.242851512,0.135189548,0.259245098,0.194352822,0.076165422,-0.33409571,0.370023191,-0.019456605,-0.000203269,0.286546949,-0.545875356,0.160308614,0.268591087,-0.141390469
pa:12709,-0.049397656,-0.24804273,0.228339751,0.084614541,0.267927337,0.188209217,0.095058599,-0.390452176,0.355262901,-0.019512438,0.006464254,0.282628774,-0.53597845,0.158081127,0.264872168,-0.138224908
pa:12710,-0.051491592,-0.237447768,0.179022742,0.047285992,0.246082076,0.186073355,0.078447716,-0.404964369,0.356718062,-0.019580711,0.001568023,0.290839962,-0.554633764,0.162740878,0.27267346,-0.143793798
pa:12711,-0.048693141,-0.234509207,0.215733192,0.080170093,0.247072089,0.145960433,0.076179194,-0.427958605,0.263424035,-0.017990964,-0.001462554,0.273289638,-0.578471657,0.152991405,0.256281992,-0.22415152
pa:12712,-0.050006047,-0.245819275,0.244584052,0.184072349,0.292152835,0.185033923,0.094243457,-0.33229787,0.350762733,-0.018484849,-0.03880841,0.280673125,-0.536304052,0.157073371,0.263143024,-0.138837114
pa:12713,-0.049799862,-0.247408966,0.239880074,0.116220037,0.292922079,0.191503731,0.163587481,-0.331794299,0.344514296,-0.018808001,-0.060034309,0.281977303,-0.538110355,0.157771647,0.264306824,-0.139506214
pa:12714,-0.050772846,-0.258357231,0.24136362,0.077050681,0.265501323,0.19341785,0.12711116,-0.333995288,0.368843981,-0.019440365,-0.01296344,0.285946458,-0.544645189,0.159930363,0.267980242,-0.135949209
pa:12715,-0.050599303,-0.254484609,0.203433644,0.130494873,0.272515437,0.194603443,0.026434136,-0.367803552,0.362980441,-0.019198856,-0.006736191,0.285626094,-0.54461398,0.159867964,0.267779147,-0.136128219
pa:12716,-0.047299224,-0.235035712,0.197087115,0.099224325,0.335764025,0.140708822,0.156052052,-0.317161694,0.283934116,-0.017051088,-0.086444265,0.264460147,-0.587386275,0.148059857,0.248041688,-0.222624851
pa:12717,-0.05059132,-0.254982105,0.253855692,0.123657695,0.263637766,0.201946077,0.103690721,-0.336693049,0.327393732,-0.019440479,-0.093137421,0.287651119,-0.548120499,0.16099929,0.26975501,-0.1420658
pa:12718,-0.051523575,-0.248985662,0.196605398,0.124509643,0.246555666,0.206865491,-0.00486246,-0.45088923,0.256908521,-0.018704808,-0.002667314,0.288094991,-0.552485646,0.161306972,0.270223102,-0.143696938
pa:12719,-0.052833611,-0.261762542,0.263232637,0.142709812,0.281236114,0.192240886,0.087324116,-0.35292815,0.261321289,-0.019310335,-0.113240269,0.250277421,-0.567152902,0.16581897,0.277751896,-0.142720238
pa:12720,-0.050957024,-0.251901171,0.238580067,0.070351253,0.248514303,0.204101948,0.093682199,-0.337677238,0.372107512,-0.019674403,-0.015823401,0.289145377,-0.550640314,0.161735043,0.271002695,-0.142647288
pa:12721,-0.049636165,-0.244289343,0.198101337,0.100820558,0.322918445,0.164533264,0.14129397,-0.329510691,0.318892464,-0.01830217,-0.080897716,0.277951993,-0.556143275,0.155565286,0.260624726,-0.203251009
pa:12722,-0.050447599,-0.255364187,0.25713369,0.137995584,0.252718038,0.206279588,0.032595894,-0.336826387,0.361965531,-0.018722933,-0.020891931,0.28497968,-0.544444123,0.159449483,0.267154947,-0.141126477
pa:12723,-0.049940564,-0.249294064,0.23865902,0.129508439,0.261095274,0.183240743,0.101602625,-0.448646166,0.254331381,-0.018708545,-0.007519974,0.282110025,-0.538894499,0.157918532,0.264525419,-0.135192975
pa:12724,-0.049543805,-0.250778017,0.218171616,0.068551566,0.260149809,0.191230918,0.083713338,-0.411415792,0.342277231,-0.019488487,0.005863356,0.283260631,-0.537792126,0.158420988,0.265426605,-0.138802846
pa:12725,-0.049384435,-0.248735713,0.241623802,0.085118038,0.251138817,0.192931638,0.087730202,-0.40300677,0.346305047,-0.019693745,0.006663912,0.282155145,-0.534682843,0.157692932,0.264253268,-0.138226836
pa:12726,-0.049759944,-0.253966428,0.256371023,0.133639378,0.259194472,0.202619049,0.070232664,-0.348329528,0.362673368,-0.019053965,0.002214246,0.282215684,-0.537682535,0.157888058,0.264514072,-0.139257365
pa:12727,-0.049863635,-0.248539272,0.23097639,0.130294353,0.301601854,0.188104731,0.152370606,-0.330810877,0.353661848,-0.018651425,-0.044832925,0.280959977,-0.536551747,0.15722913,0.263398439,-0.134368295
pa:12728,-0.050535439,-0.25066274,0.229519318,0.14582718,0.26245016,0.184228009,0.056527555,-0.348322235,0.368240307,-0.01924337,0.002081228,0.28642773,-0.545555937,0.160203928,0.26846238,-0.141212083
pa:12729,-0.049803588,-0.267408954,0.181533875,0.119018679,0.268214148,0.252460058,0.124315232,-0.431805883,0.24728234,-0.018381702,-0.001186119,0.280516433,-0.536542662,0.157034463,0.263025826,-0.139315464
pa:12730,-0.051655274,-0.249397605,0.176568889,0.040983605,0.242248557,0.205684919,0.079997242,-0.453698268,0.281842255,-0.01911279,-0.000824438,0.288957189,-0.552733013,0.161804354,0.271029237,-0.143511115
pa:12731,-0.049008071,-0.23843917,0.224225108,0.138569542,0.266673988,0.161291148,0.022307189,-0.32710374,0.335836317,-0.017859672,-0.048348595,0.274111077,-0.579980301,0.153479406,0.257139686,-0.223626634
pa:12732,-0.051846544,-0.250069313,0.225673907,0.119882973,0.247595319,0.199619828,0.005035231,-0.345108624,0.367992689,-0.019147947,-0.006420182,0.29011685,-0.555008862,0.162407402,0.272082466,-0.144102962
pa:12733,-0.051090031,-0.235618474,0.22840563,0.088057388,0.254872618,0.188359244,0.175366137,-0.428808968,0.252784599,-0.018818557,-0.008820256,0.287301597,-0.549945753,0.160836786,0.269433255,-0.138215628
pa:12734,-0.052230831,-0.220178269,0.150597594,0.130246306,0.252187349,0.190928128,-0.046682742,-0.44694732,0.29051058,-0.018773578,-0.003208482,0.29206084,-0.560381431,0.163533618,0.273954174,-0.145864272
pa:12735,-0.050313815,-0.24928572,0.231826205,0.092523412,0.2668521,0.193854594,0.079655885,-0.342807693,0.373710852,-0.019866465,-0.022240139,0.287267914,-0.54824866,0.160661045,0.269132695,-0.135928031
pa:12736,-0.050825434,-0.248850665,0.253687304,0.132009101,0.256448781,0.199774227,0.040244056,-0.336911526,0.365640766,-0.019089731,-0.017385552,0.286278894,-0.546612707,0.160262697,0.268449283,-0.141604169
pa:12737,-0.053262219,-0.266594155,0.241738222,0.044322671,0.268250879,0.150063263,0.191319151,-0.354551564,0.263784366,-0.019187541,-0.010142358,0.297104933,-0.569784842,0.166369331,0.278682882,-0.143454689
pa:12738,-0.050033355,-0.251061172,0.240527319,0.122056028,0.260985713,0.193714495,0.075360609,-0.34971039,0.368482383,-0.019440984,0.003518763,0.285178501,-0.542278561,0.159517363,0.267210917,-0.140316006
pa:12739,-0.048458639,-0.266140965,0.236964838,0.177918099,0.300146959,0.247086211,0.095445232,-0.331165695,0.344291469,-0.017911459,-0.001159314,0.2717274,-0.519731814,0.152107964,0.254808304,-0.134957169
pa:12740,-0.046263623,-0.237015522,0.196757656,0.087318325,0.277837009,0.155031347,0.082150201,-0.364242952,0.32025719,-0.017440061,-0.000106644,0.262522586,-0.589756943,0.146956415,0.246201043,-0.229965678
pa:12741,-0.04872566,-0.267529392,0.234965566,0.146739525,0.257859156,0.255426385,0.063588287,-0.429484292,0.264761219,-0.017893594,-0.022338276,0.27373358,-0.525842368,0.153236793,0.25671045,-0.131676108
pa:12742,-0.050688699,-0.25472845,0.198505384,0.04219407,0.245001443,0.191716703,0.077095387,-0.43543978,0.319105323,-0.019418633,-0.006505422,0.286439734,-0.546168999,0.160307084,0.268533302,-0.136464065
pa:12743,-0.035157916,-0.255998687,0.235620324,0.024727341,0.189604689,0.174584667,0.144528742,-0.454233253,0.259771801,-0.018650386,-0.010138621,0.290382531,-0.557425142,0.162647151,0.272437082,-0.140716683
pa:12744,-0.049557643,-0.247026647,0.239131741,0.135159621,0.302955536,0.192565925,0.145673848,-0.328616759,0.354154461,-0.018718622,-0.034825808,0.279988165,-0.533950566,0.15664939,0.262443914,-0.138185387
pa:12745,-0.049010382,-0.251839334,0.243856061,0.111460221,0.251503029,0.19925846,0.080742475,-0.393937565,0.349154648,-0.019672743,0.006040868,0.280959771,-0.532439173,0.157098066,0.263174299,-0.137546558
pa:12746,-0.052056583,-0.255787024,0.248858931,0.137001304,0.289281418,0.191477706,0.136709459,-0.347816928,0.257528419,-0.019075416,-0.113143124,0.27556771,-0.559302069,0.163575762,0.27401812,-0.14513439
pa:12747,-0.050918881,-0.257265296,0.182031154,0.074996529,0.263737964,0.200783835,0.100842534,-0.453530182,0.25106496,-0.018963943,-0.00051828,0.287380902,-0.549465044,0.160835615,0.269451001,-0.142710341
pa:12748,-0.049715945,-0.244762303,0.231592476,0.150894802,0.353861572,0.190476898,0.165164687,-0.333534078,0.275200663,-0.017991789,-0.108134641,0.278396854,-0.534077957,0.155918265,0.261155285,-0.134843379
pa:12749,-0.051669752,-0.253744622,0.157320504,0.062817443,0.280312766,0.186920221,0.085589493,-0.455595872,0.2549831,-0.018786858,-0.001741459,0.289145566,-0.553656385,0.161831766,0.271140908,-0.143599209
pa:12750,-0.052267909,-0.239120177,0.204482063,0.042952339,0.241967123,0.200834543,0.080478655,-0.347125538,0.376347958,-0.01972613,-0.015355699,0.294711577,-0.562635473,0.164975931,0.276373771,-0.145946643
pa:12751,-0.05116195,-0.242335542,0.234362892,0.072508598,0.246602694,0.206127203,0.102246358,-0.450577014,0.249829826,-0.018749563,-0.000654666,0.285939335,-0.547243026,0.160087025,0.268172845,-0.141949013
pa:12752,-0.053506567,-0.232678803,0.168065602,0.119619638,0.223219025,0.204539958,-0.052557118,-0.464423869,0.216280539,-0.019101763,-0.011031776,0.297968058,-0.572232997,0.166875573,0.279537902,-0.144358232
pa:12753,-0.046993935,-0.229617399,0.206859421,0.080207045,0.261861253,0.175398586,0.12611736,-0.376566734,0.312077295,0.082977982,-0.011341091,0.263463846,-0.605002576,0.147517297,0.247113034,-0.12698674
pa:12754,-0.050598906,-0.231688008,0.137472751,0.111897642,0.340290017,0.196393883,0.078449272,-0.442383359,0.262985118,-0.01836939,-0.001962465,0.282152339,-0.540671088,0.157974983,0.264623049,-0.140343583
pa:12755,-0.05095817,-0.251829706,0.230038342,0.065934436,0.248803049,0.192905162,0.112315835,-0.449109343,0.250203255,-0.018861228,-0.000377284,0.286562133,-0.547795081,0.160394957,0.268670118,-0.142216841
pa:12756,-0.050769103,-0.231474696,0.158914647,0.168941652,0.302988343,0.189209875,-0.005486009,-0.440752698,0.275342402,-0.018338115,-0.003040557,0.28354596,-0.543747392,0.158791136,0.266009547,-0.14127015
pa:12757,-0.051158404,-0.236817314,0.204940289,0.144665599,0.279219709,0.193772118,0.077733212,-0.337447219,0.371893555,-0.019479109,-0.006827241,0.288620542,-0.550227419,0.161515507,0.270589394,-0.13732658
pa:12758,-0.051146044,-0.215318661,0.137646291,0.137795162,0.324310343,0.19888351,-0.019370718,-0.378262387,0.353258507,-0.018433969,-0.003202132,0.285699214,-0.548100346,0.159972221,0.268018588,-0.142455952
pa:12759,-0.049399923,-0.245481329,0.19429907,0.029074233,0.259125565,0.149145584,0.077489864,-0.330674927,0.296297452,-0.017907404,-0.090823678,0.276057167,-0.61339854,0.154583634,0.258944628,-0.232775708
pa:12760,-0.049109644,-0.250463016,0.213864824,0.124989308,0.264988087,0.191952079,0.072616195,-0.40434679,0.34542652,-0.019718721,0.006902676,0.281851067,-0.533799669,0.157556468,0.26402015,-0.13781712
pa:12761,-0.050248376,-0.171959238,0.250208899,0.140294506,0.275398456,0.157947488,0.096982407,-0.319966994,0.253189526,0.081863046,-0.111180984,0.258181047,-0.640375885,0.157569928,0.263980147,-0.136461212
pa:12762,-0.050194677,-0.274061183,0.212655133,0.054349101,0.234898307,0.256265277,0.124314932,-0.433418275,0.250318574,-0.018338497,-0.001893629,0.282298907,-0.540853082,0.158066701,0.264802753,-0.140430189
pa:12763,-0.051516973,-0.249752351,0.255982798,0.146765864,0.279118282,0.180175306,0.069371972,-0.34557873,0.257401793,-0.01850174,-0.100021333,0.24330046,-0.578454101,0.16186808,0.271142219,-0.207771903
pa:12764,-0.048785567,-0.237093966,0.22802142,0.147930039,0.385179262,0.173886995,0.153449656,-0.336223042,0.24494638,-0.01749568,-0.009903405,0.271319796,-0.522607956,0.250050689,0.255475598,-0.13193685
pa:12765,-0.047457985,-0.232047845,0.228008747,0.11551226,0.265504749,0.178338767,0.099097324,-0.317282133,0.33611343,0.066613347,-0.069425855,0.266000721,-0.609824813,0.148940357,0.249515354,-0.128340928
pa:12766,-0.051173153,-0.252898398,0.240229874,0.120396677,0.323581248,0.189116579,0.171923465,-0.342955492,0.255592904,-0.018548176,-0.107780997,0.275593496,-0.54944699,0.160497996,0.268874303,-0.142781748
pa:12767,-0.049555341,-0.251965843,0.209120518,0.10651375,0.259927497,0.186158735,0.072531821,-0.416012292,0.339447808,-0.019637181,0.006522244,0.283109397,-0.536673948,0.15829442,0.265249667,-0.138560822
pa:12768,-0.049225563,-0.250644297,0.22115629,0.095370032,0.256699393,0.202322183,0.073165391,-0.405168894,0.345214397,-0.019750884,0.006471936,0.282489996,-0.535582118,0.157952064,0.264647539,-0.13843389
pa:12769,-0.051086497,-0.254655067,0.204427122,0.060485255,0.26261495,0.195294105,0.120555188,-0.447988954,0.25046058,-0.018970885,-0.00840424,0.287299837,-0.549202333,0.160753845,0.269371912,-0.137947613
pa:12770,-0.05057386,-0.252709953,0.215652617,0.046150211,0.238705835,0.19609441,0.077002688,-0.432154778,0.319646178,-0.019038402,0.002052993,0.28522799,-0.544103251,0.159615382,0.267432673,-0.141004956
pa:12771,-0.049699905,-0.246098561,0.232908986,0.181656546,0.308917778,0.181320648,0.081213123,-0.337384549,0.355481649,-0.01850145,-0.008138794,0.279301976,-0.534005625,0.156343666,0.261922227,-0.134143589
pa:12772,-0.050177271,-0.255528286,0.23434468,0.095494159,0.274321158,0.197797668,0.13246606,-0.333057841,0.36033708,-0.019255567,-0.051663831,0.285489095,-0.543606033,0.159662515,0.267522486,-0.135445542
pa:12773,-0.050166495,-0.245337304,0.23406973,0.114903115,0.300930071,0.188305338,0.158746521,-0.333157641,0.341522588,-0.01879291,-0.073181066,0.282636541,-0.539799853,0.158138966,0.264949112,-0.135165475
pa:12774,-0.050295798,-0.242239124,0.181777497,0.130457819,0.277264221,0.189266835,0.048724638,-0.442870989,0.29422902,-0.018940108,0.000566265,0.284031853,-0.542178695,0.158983886,0.266338325,-0.140529275
pa:12775,-0.049998056,-0.248058234,0.231468981,0.093612486,0.289142777,0.183860034,0.154722238,-0.331768628,0.357053061,-0.019094503,-0.040061596,0.283209013,-0.541273122,0.158461947,0.265467281,-0.154871708
pa:12776,-0.050615909,-0.25117552,0.248961517,0.123856354,0.256317758,0.196523162,0.047799345,-0.336824005,0.368181406,-0.019291784,-0.014802032,0.287192523,-0.547597951,0.160756056,0.269283672,-0.141856383
pa:12777,-0.051116931,-0.253716391,0.204339055,0.063773479,0.250025951,0.185451032,0.078391794,-0.456328729,0.26649732,-0.019236785,-0.00016184,0.287886938,-0.549924898,0.161111592,0.269951539,-0.142791245
pa:12778,-0.052120143,-0.238045482,0.191398097,0.075679033,0.25727781,0.210598782,0.080583628,-0.346126114,0.347052655,-0.019405367,-0.114033894,0.292341904,-0.566095862,0.163692931,0.274189157,-0.140311578
pa:12779,-0.127015407,-0.199667978,0.2837368,0.005554838,0.278807631,0.16289191,0.151216663,-0.315865667,0.331044642,-0.01695848,-0.004552545,0.263104814,-0.598803914,0.147332214,0.246826062,-0.127429435
pa:12780,-0.049200381,-0.229048816,0.232387163,0.130996494,0.191310764,0.190076323,-0.025027583,-0.33066214,0.31610666,0.077883943,-0.096613175,0.275158009,-0.626142011,0.15409683,0.258147198,-0.133358348
pa:12781,-0.047703222,-0.261553795,0.234828361,0.118836522,0.289756141,0.252147062,0.156023068,-0.364820772,0.333641795,-0.017845146,-0.000408149,0.269729793,-0.51575037,0.150957546,0.25294795,-0.133844936
pa:12782,-0.047874705,-0.237486921,0.219558134,0.136466264,0.278904657,0.159492526,0.089993653,-0.327697864,0.302567768,-0.017860478,-0.088649749,0.275137707,-0.582410511,0.154037464,0.258017433,-0.225478186
pa:12783,-0.04793172,-0.241398395,0.23711843,0.122519381,0.319367595,0.188251751,0.164559595,-0.419675826,0.238341387,-0.017500082,-0.06959818,0.268201364,-0.53957271,0.150134869,0.251525827,-0.129298091
pa:12784,-0.049367066,-0.272305901,0.228912514,0.108773046,0.256571168,0.253259815,0.096688662,-0.437283751,0.244004049,-0.018001454,-0.008668456,0.277407912,-0.531181696,0.155315136,0.260171097,-0.13336677
pa:12785,-0.050850495,-0.245389861,0.210051462,0.146109729,0.26915941,0.190129487,0.041258547,-0.350504477,0.368495977,-0.019189646,0.000979311,0.287510937,-0.548580023,0.160915918,0.26955548,-0.142343077
pa:12786,-0.049762557,-0.245835046,0.226805153,0.045718157,0.258741088,0.195880859,0.126266144,-0.398314633,0.345216017,-0.019162623,0.00293789,0.282639291,-0.538121579,0.158136429,0.264916006,-0.139451728
pa:12787,-0.050901279,-0.254563309,0.231490064,0.119355615,0.26485232,0.206333036,0.031449776,-0.337448293,0.364462401,-0.019210083,-0.035298187,0.287696052,-0.548744415,0.161001111,0.269688524,-0.142134154
pa:12788,-0.050023933,-0.246826449,0.235771549,0.079335481,0.302877882,0.189904314,0.165294465,-0.332558192,0.34995436,-0.018672515,-0.048203636,0.281913559,-0.538596738,0.157771799,0.264307579,-0.139727063
pa:12789,-0.051037216,-0.241402742,0.156106662,0.095448807,0.29784415,0.192415846,0.09251866,-0.452233389,0.252781929,-0.018741574,-0.000990413,0.286968204,-0.54924223,0.160622711,0.269130073,-0.142587019
pa:12790,-0.04829449,-0.241801662,0.164631782,0.072431098,0.283231413,0.137872574,0.14517143,-0.394002817,0.241677101,-0.017507825,-0.00253063,0.270004542,-0.600468944,0.151185022,0.253277484,-0.228287797
pa:12791,-0.047224838,-0.20675589,0.12558811,0.085164191,0.40181474,0.087399853,0.116615901,-0.399658904,0.236778628,0.034682292,-0.081028226,0.262968642,-0.598163045,0.1472681,0.246699284,-0.127450609
pa:12792,-0.049347129,-0.244199536,0.244433086,0.107564,0.252574025,0.187470768,0.085759734,-0.401776464,0.34607718,-0.01950788,0.005977734,0.281681746,-0.534563087,0.157518611,0.263911804,-0.138370361
pa:12793,-0.048718565,-0.245952512,0.228060607,0.105782173,0.287191048,0.187273226,0.146313363,-0.417006824,0.315704519,-0.01883603,-0.005198648,0.276410991,-0.525842503,0.15456579,0.259011792,-0.130911698
pa:12794,-0.049975395,-0.242034593,0.196615905,0.108275656,0.224944372,0.174070191,-0.003510782,-0.333463373,0.322502093,-0.017868413,-0.072778956,0.27810059,-0.603324647,0.155758213,0.260898955,-0.230513828
pa:12795,-0.049871913,-0.244472013,0.244572136,0.136680582,0.318207019,0.186091696,0.162163823,-0.332790126,0.315025949,-0.018374208,-0.087105739,0.28035546,-0.536171406,0.1569064,0.262869458,-0.139110085
pa:12796,-0.051517111,-0.257998153,0.245634343,0.16478514,0.261858815,0.203099594,-0.01671269,-0.34326872,0.302706558,-0.018447282,-0.130772701,0.285834592,-0.554851471,0.16008154,0.268152426,-0.138542055
pa:12797,-0.049966494,-0.210399984,0.155082233,0.12501116,0.210185249,0.19658565,0.01258413,-0.410240998,0.250537162,0.05285399,-0.0738128,0.278657453,-0.634574558,0.156045312,0.26140864,-0.135081115
pa:12798,-0.050905823,-0.209845352,0.160623808,0.149402504,0.30169724,0.198414875,0.077995005,-0.370391253,0.362024731,-0.018876387,0.000256445,0.286675833,-0.547621407,0.160382819,0.26874183,-0.14196645
pa:12799,-0.049846495,-0.249764082,0.22536057,0.065699311,0.255927428,0.194418249,0.080376423,-0.420513931,0.329860122,-0.019352055,0.003853831,0.282899413,-0.538088027,0.158199751,0.265072865,-0.139216245
pa:12800,-0.141735185,-0.221552472,0.228496955,0.105753951,0.395098762,0.180964466,0.074237869,-0.318921109,0.23904975,-0.017061825,-0.094466203,0.265251077,-0.578068548,0.148528908,0.248805489,-0.128497619
pa:12801,-0.049533687,-0.267563384,0.223994296,0.118215145,0.289457971,0.238650117,0.248943348,-0.358457842,0.247573623,-0.017781194,-0.003179646,0.275393932,-0.529469107,0.154211704,0.258351174,-0.149259713
