PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
3124,0.298045,-0.158483,0.007927,-0.615409,0.261718,0.307613,0.647522,-1.505271,-0.802429,0.346093,A
3125,0.16986,-0.109168,-3.210528,-1.316986,-0.195689,-1.047355,-0.072261,0.353584,-0.397829,-0.842338,A
3126,-0.135856,-0.196485,-2.077658,-0.663734,0.240456,2.472299,-0.031843,-0.636615,-0.294031,1.400786,A
3127,0.215915,0.211881,0.118095,1.072371,0.261718,0.927858,0.497368,0.331821,0.438794,0.53959,A
3128,0.066348,-0.056244,0.42434,-1.128848,-1.261502,0.091939,0.337341,0.797572,-0.052803,0.187867,F
3129,-0.342469,0.379499,0.321583,0.749026,0.262533,0.219671,0.220235,1.10839,1.251252,0.437075,E
3130,0.917758,1.355038,0.358352,-1.253237,0.970531,-0.5241,-1.007207,1.077889,1.879372,-0.436898,I
3131,0.152975,-0.349848,0.136054,-0.563166,-0.912348,-0.010315,0.640632,0.187829,0.220587,-0.086562,A
3132,0.147416,0.446197,0.174202,0.225391,0.262683,-0.195247,0.115563,0.212994,-0.221308,-0.200755,F
3133,-2.505807,-0.16395,-0.159649,-3.010541,-3.319522,-1.422682,-2.305461,2.036735,-3.992056,-2.90632,F
3134,0.073506,0.16812,0.143423,0.320617,0.259994,-0.575183,0.373247,-0.492505,-0.640193,-0.394642,A
3135,-0.252189,-0.992099,0.226331,-0.135612,0.255369,1.000604,0.145396,-0.926269,0.463134,0.765017,D
3136,-0.200254,-1.04232,-3.18322,-0.898901,0.354914,2.522606,0.245551,-2.185536,-2.18339,3.149545,D
3137,-0.309715,-0.036216,0.162675,-0.014614,0.232543,1.752912,0.333679,-1.079683,-0.488041,1.9163,F
3138,-0.322462,-0.091618,0.390809,0.870524,0.729081,1.33195,-1.748674,-0.497644,0.321772,1.95756,Y
3139,-0.173877,-0.243026,-3.202514,-0.120735,0.183614,0.54268,0.359051,1.404642,1.011648,-0.18687,E
3140,0.277788,-0.232132,0.079071,0.687098,0.261718,-0.420267,0.116413,1.03438,0.24433,-0.34438,F
3141,-0.023938,-0.020529,0.172756,1.286972,0.161594,1.431307,0.524754,-0.333966,2.187524,1.748092,A
3142,0.120908,0.23982,0.071386,-0.50532,-0.921422,0.941968,0.658307,-1.308653,0.115055,0.910422,G
3143,-0.198643,-0.00385,0.38195,1.289991,0.168786,-0.072678,-1.072656,0.071106,1.729624,1.585509,X
3144,0.057027,0.30405,0.12266,0.10905,0.235225,-0.567261,0.229349,0.335385,-0.093599,-0.451828,A
3145,0.186531,0.034029,0.154339,1.211284,0.247731,-0.420895,0.116731,1.980232,1.087862,-0.439715,A
3146,0.203985,-0.223641,-3.210528,-0.729343,0.373328,-0.48087,-0.037226,0.22814,-0.031718,-0.348511,F
3147,0.192578,-0.340196,0.160967,0.301454,0.261718,-0.350089,0.235385,0.434105,0.430841,-0.405149,A
3148,0.087728,0.34672,0.130013,0.353207,0.249165,-0.11567,0.382532,0.450512,0.070383,-0.152228,F
3149,0.571993,-0.330797,0.087319,-0.604487,0.976743,0.753937,-0.986225,-1.760769,-0.157195,1.634387,I
3150,-0.166012,0.279275,-3.19552,-0.179553,0.250823,-1.159038,0.411835,1.400172,0.113803,-1.220563,A
3151,-0.341008,-0.339982,0.444752,1.404176,0.797987,0.246715,-1.389765,0.47287,1.864766,1.662396,Y
3152,-0.247085,-0.251071,0.196685,1.524265,0.255361,-1.31322,0.046866,0.938354,-0.222316,-1.079563,E
3153,4.442344,-0.089902,0.287617,-2.950217,0.261718,-0.20112,0.424118,-0.165058,-0.336491,0.999808,F
3154,0.268123,0.193264,-0.014011,-1.712127,-0.101534,-1.272691,1.2074,0.418898,0.454624,-1.142322,H
3155,0.008949,0.393227,0.265204,-0.158307,-1.161498,-1.677167,0.140571,1.010745,0.756475,-0.850713,E
3156,0.092068,-0.032888,0.496418,0.111482,0.237206,-2.578078,-2.897221,-2.570521,-0.513562,-2.347231,A
3157,0.561424,-0.394331,0.147417,1.015502,0.904814,-0.991991,-1.364547,0.877935,-0.240423,-0.199235,I
3158,0.202442,-0.493496,-3.210528,-0.639905,0.26748,-0.128394,0.918336,0.371832,0.340214,0.041278,A
3159,-0.222407,-0.940017,0.351158,-0.058099,0.261718,-0.34322,0.154618,0.647738,0.477874,-0.626239,H
3160,0.697727,-0.207275,0.162132,-0.914393,0.9821,-0.844727,-1.535772,0.728573,1.800021,0.110957,I
3161,-0.015681,-0.199818,0.302997,0.750476,0.235248,-0.052521,0.001364,-0.116994,-0.638943,-0.235245,A
3162,-3.498799,0.257184,-3.210528,-0.267375,-4.922215,-0.444474,-0.919246,0.885222,-1.343514,0.532163,A
3163,-0.093747,-0.269571,0.359788,-0.151031,0.267376,0.259196,0.387222,-0.352078,0.154952,0.159882,F
3164,0.004002,-0.431568,0.361758,-0.996518,0.261718,-0.622605,0.33236,0.439881,0.485435,-0.453205,F
3165,-0.22609,-0.34251,0.441758,-0.126649,0.239342,-0.673996,-0.068409,-0.034847,0.110039,-0.444945,F
3166,-0.101315,0.030164,0.106492,0.429776,0.268145,-0.64282,0.723693,-0.137433,-0.086124,-0.843555,F
3167,0.115495,-0.133743,0.253234,-0.826584,0.255575,1.830917,-2.587958,-0.501763,-0.607808,1.377224,A
3168,0.67079,-0.073165,-0.053556,0.027683,0.976743,0.974553,-1.415327,-0.664582,0.929365,1.305792,I
3169,-0.228408,-0.270982,0.59684,1.335079,0.259151,3.462212,-0.233181,-1.93125,-1.833001,2.38314,D
3170,0.592183,0.76928,0.401606,-1.756856,-0.109495,-0.753337,0.190647,-3.213882,-0.814508,-0.936093,F
3171,-0.029648,-0.307993,-0.066308,0.785327,0.244443,-0.082213,0.195229,0.823874,0.404702,-0.290237,A
3172,-3.498799,-0.084423,0.821485,-2.398272,-4.922215,-0.886687,-0.045232,-1.839387,-1.786537,-0.458657,A
3173,0.057265,-0.224083,0.294875,0.470574,0.25655,0.979907,0.554843,-0.331756,-0.115121,1.197892,A
3174,-0.326708,-0.201001,0.52323,1.878706,-1.257711,0.698176,-1.389888,0.304187,2.057934,2.315402,X
3175,-0.222698,0.070281,0.419242,0.933601,0.163506,-1.421039,-4.845864,-0.878382,-3.747591,-1.999263,A
3176,0.259937,-0.254884,-2.931681,-1.792581,0.351096,0.182206,0.386999,0.695961,-0.159188,0.146114,A
3177,0.20693,0.132901,0.264433,0.078582,0.264224,0.653103,0.341138,-0.028481,-0.119953,0.777084,A
3178,-0.03619,-0.180764,0.329176,1.039175,-1.262509,2.12083,0.327857,-0.591057,0.076969,0.747702,E
3179,-2.215039,-0.29909,0.352988,0.054854,-1.704602,1.451075,-0.155017,-0.747079,0.102726,1.10377,A
3180,-0.070878,-0.304365,0.398268,0.869604,0.263794,0.451359,0.128753,0.467384,-0.049833,0.441122,F
3181,-0.041255,-0.081021,0.005679,-0.642529,0.261718,0.687148,0.316207,-0.356526,0.18545,-0.429933,A
3182,0.489898,-0.212813,0.32745,0.471024,0.158914,-0.119077,0.607568,0.29337,0.115037,-0.740319,A
3183,0.217656,-0.119739,0.16278,-0.468036,0.261718,1.219544,0.480268,-1.821063,-0.349198,1.236819,F
3184,-0.279459,-1.846535,0.012701,-0.536803,0.261718,-0.525857,0.343417,-0.14531,0.039064,0.072396,A
3185,0.063129,-0.096718,0.056891,0.338737,0.238352,1.85288,0.522116,-1.082726,-0.094158,1.56004,A
3186,0.006019,0.502181,0.525881,0.156156,0.263813,1.244111,0.762057,-1.015186,-0.123747,0.677292,E
3187,-0.345073,0.168383,0.526026,1.870653,-1.436651,1.821011,0.052511,0.00932,-0.869857,1.644201,X
3188,-0.005362,0.095784,-0.152734,0.43871,0.248342,0.017584,0.569863,0.282521,0.222809,-0.183727,A
3189,0.240773,0.535363,-0.056701,0.430377,0.264954,-0.160088,0.20409,0.099274,-0.125883,0.217182,A
3190,-0.125968,0.146488,0.2526,0.078666,0.261718,-0.359949,0.12163,-0.9092,-1.176072,-0.226419,A
3191,0.220553,0.441936,0.095792,0.882329,0.171361,0.409435,-2.739647,0.760329,0.486171,-1.52048,F
3192,-0.009543,-0.192825,0.23821,0.623713,-0.995769,-0.102548,0.674943,1.498684,1.019883,-0.104377,A
3193,-3.498799,0.31515,-3.207249,1.097172,-4.922215,0.902808,0.286139,1.727261,-0.219259,0.862534,X
3194,0.313812,-0.25671,-2.348956,-1.755364,0.358877,-0.291806,0.245964,1.452185,0.204,-0.151133,A
3195,0.123438,-0.140804,0.387529,0.791766,0.261718,0.063348,0.39736,1.107958,0.688135,0.186842,A
3196,0.358755,0.200141,0.108151,-0.300862,0.248645,-0.590519,0.485293,-0.320497,0.473032,-0.597924,H
3197,0.604829,-0.242683,0.098966,-0.366185,0.961215,-2.071236,0.13657,0.562841,1.071864,-0.843368,I
3198,0.026555,0.298119,0.336557,-0.433389,0.229492,-0.145287,0.181252,-1.162736,-0.868828,0.352532,F
3199,0.027297,-0.257112,0.33171,0.470688,0.180761,-0.72562,-0.078466,0.446646,0.028762,-0.2832,A
3200,0.312823,-0.100102,0.14924,-0.535693,0.823669,-0.304336,-0.350495,-0.246463,1.240516,-0.336847,I
3201,0.655092,-0.041514,0.110456,-0.62096,0.976743,-0.920695,-1.238801,-0.983523,0.696179,0.26947,I
3202,-0.342401,0.235024,0.226955,0.724357,0.234524,-0.262785,0.244053,1.717698,0.810028,-0.37499,E
3203,-0.030139,-0.116451,0.417432,1.547456,0.17234,0.495212,0.119806,0.888107,1.29806,-0.06673,X
3204,0.012783,0.19555,0.291657,-0.60405,-1.077567,-0.913851,0.445212,-1.683904,-0.70275,-0.096441,A
3205,0.109001,-0.411543,0.243231,-0.783078,0.183191,2.590444,0.445365,-1.657279,-1.814865,1.663768,H
3206,-0.251509,0.041263,-2.013602,0.328821,0.250412,-0.404689,0.463359,1.014762,1.80185,-0.256541,X
3207,-3.498799,2.823853,0.45992,-0.284816,-4.922215,-1.651533,0.129479,0.36232,-3.108209,-1.421817,E
3208,0.030373,0.493896,0.201728,1.733515,0.18058,1.019845,0.131878,1.164753,0.60386,0.693376,X
3209,0.187263,0.570983,0.370316,-0.125011,0.251899,-0.985908,0.185915,0.312406,0.85637,-1.095487,A
3210,-0.110149,-0.080876,0.714574,0.971223,0.733942,-0.780923,-1.399877,0.736829,1.291775,-0.179863,Y
3211,0.099928,-0.046485,0.280363,0.217703,0.235123,-0.612153,0.22905,0.731401,0.232794,-0.406128,F
3212,-0.064254,-0.104756,-3.194564,-2.131606,-1.794992,-3.498528,-2.805239,-0.559834,-2.278343,-2.737665,C
3213,-0.295924,-0.011609,-3.19025,0.314242,0.266295,0.870972,0.568069,0.435712,0.747444,0.442116,X
3214,0.571162,-0.269476,0.143845,-0.947584,0.976743,-0.701245,-0.667452,0.211808,1.374442,-0.090606,I
3215,0.108479,-0.185468,0.043738,-1.027137,0.174167,-0.396274,0.448242,0.198239,0.126871,-0.460622,H
3216,0.208528,0.287371,0.064762,0.119493,0.260083,0.140317,0.366006,0.245503,-0.332586,-0.128803,F
3217,0.102799,0.245956,0.223825,-0.366082,0.266082,0.805854,0.004492,-1.028236,-0.651777,0.67705,A
3218,0.024835,0.688394,-0.08282,-0.010724,0.239947,-0.020615,0.327263,1.128027,0.937131,-0.086542,G
3219,0.04089,0.283076,-0.003266,0.151849,0.241578,-0.558257,0.183511,0.365601,-0.332022,-0.419837,A
3220,-0.308547,0.204617,0.350506,0.764441,0.180813,1.295374,0.245961,1.71355,1.114936,1.184026,X
3221,0.083467,-0.169471,0.225608,0.914876,0.162735,0.816591,0.21106,0.738512,-0.002913,-0.128305,A
3222,-0.110181,-0.175729,-0.004181,0.197355,0.261718,0.093776,0.48479,0.093572,0.399531,0.510654,F
3223,-3.498799,0.602412,0.063087,0.696549,-4.922215,-1.115539,0.980911,1.40775,-1.627772,-1.48604,C
3224,0.13962,0.981444,-3.17555,0.060682,0.238426,0.400785,0.236878,0.661193,0.466516,0.438223,A
3225,-0.006681,-0.114617,0.402807,0.804822,0.261718,1.306416,0.110354,0.373061,0.158931,1.045137,A
3226,-0.032327,0.001007,0.075807,-0.773492,0.261718,0.026475,-0.309838,-0.155753,-0.091351,0.327438,A
3227,0.411148,-0.174412,-3.210528,-1.189511,-1.168333,-0.229025,0.093903,0.616369,0.444858,-0.359568,A
3228,-0.047858,0.772736,0.093027,0.424374,0.24181,-0.669802,0.484067,0.744781,0.281746,-0.409832,A
3229,0.562319,-0.203377,0.177172,1.273226,0.976743,-0.733863,-1.05711,0.165578,0.432686,0.146808,I
3230,0.150726,0.067903,0.240436,0.134828,0.080473,-2.589177,0.135639,-3.73946,-3.72667,-1.957863,A
3231,-0.073978,0.224203,0.187113,-0.041904,0.236763,-0.425302,0.260544,1.187329,0.598058,-0.257531,G
3232,0.001002,-0.040454,0.358411,1.770371,0.257906,0.210737,0.359772,0.846811,0.379278,0.274273,A
3233,0.196219,0.367387,0.351137,0.013227,0.261718,-0.538689,0.475974,0.448243,0.308714,-0.502143,F
3234,0.106677,-0.379675,0.464723,0.413786,0.149981,1.496443,0.479573,-1.517815,-1.873706,0.617815,A
3235,-0.277055,-0.251983,-3.203415,1.957926,0.261718,2.315144,0.281123,2.255527,2.206027,1.630272,X
3236,-0.284914,0.104958,0.139131,0.760167,0.175791,-0.070181,0.268276,0.649957,0.587641,-0.092849,E
3237,0.222067,-0.052761,0.264007,-0.388757,0.169396,0.865337,0.322195,-0.406927,0.236573,-6.703636,F
3238,0.502917,-0.346262,0.055104,0.004983,0.976743,-0.967705,-1.400816,0.198537,1.809425,-0.109032,I
3239,0.423428,-0.154913,0.190142,-0.791907,0.242452,-0.106917,0.324994,0.942583,0.675379,-0.341192,A
3240,-0.58168,-0.243094,-3.186168,0.194851,0.365366,-0.523124,-0.047062,1.645949,1.649589,-0.125345,X
3241,0.335495,0.39722,0.263887,-0.421627,0.261718,-1.495269,0.353931,0.148108,0.503236,-1.16219,H
3242,-0.004539,-0.112942,0.438521,-0.063045,0.151773,-1.092737,-0.119682,0.38245,-0.179672,-0.98682,F
3243,0.011686,0.06007,0.403154,-0.043325,0.255753,0.564279,0.060739,-0.425543,-0.768392,-0.140951,F
3244,0.236886,-0.483874,0.054798,0.721083,0.264674,0.529155,0.391776,-0.039529,0.199449,0.329965,A
3245,0.165483,-0.1397,-3.210815,-1.344819,-0.183096,-0.394802,-2.661691,0.070528,0.218631,-0.825338,A
3246,-0.224238,-0.005745,0.210015,0.731878,0.236906,-0.373556,-0.02687,1.715811,0.888407,-0.638143,E
3247,0.471023,0.275326,-0.030954,0.596363,0.1575,-0.327485,0.374503,0.278786,0.039251,-0.103365,A
3248,-0.119284,-0.214253,0.706609,0.954784,0.731829,-0.615736,-1.400697,0.731054,1.04132,0.248554,Y
3249,0.224197,0.175705,0.385959,1.032708,0.245863,1.565427,0.469298,-0.598403,-0.832991,0.810209,A
3250,-3.498799,0.438866,0.217907,-5.414214,-4.91472,0.991563,0.723771,0.545145,-0.593256,-0.059173,X
3251,0.082855,0.63815,0.146524,0.463506,0.261718,0.115378,0.370018,0.331627,0.332101,-0.276743,F
3252,0.155787,0.639101,0.093806,-0.259855,0.17966,1.039243,0.237703,-0.38222,0.013742,1.522001,G
3253,-0.218552,-0.337601,0.730723,1.244307,0.797587,-0.370696,-0.189575,0.353196,2.394818,0.863259,X
3254,0.033129,-0.248449,0.105976,-1.120945,-1.260073,0.347968,0.545897,1.10379,-0.463274,0.093957,F
3255,0.213044,0.107283,0.220948,0.900995,0.229883,0.421957,0.168135,1.630734,0.442231,0.132853,A
3256,0.140068,0.633367,-0.039084,0.924878,-0.129768,1.336278,0.42904,-0.661256,-0.129309,1.626497,A
3257,0.075444,-0.072948,-0.064911,-0.396026,0.245032,0.628886,-0.191471,-1.132337,-0.244799,0.505807,F
3258,-3.498799,0.447865,0.106637,-5.440122,-0.001068,-0.665986,0.16509,-0.499898,-2.413613,-0.717198,A
3259,0.091002,-0.2811,0.260054,0.122692,0.178919,-0.924696,-0.01193,0.78329,-0.060361,-0.605755,F
3260,0.042815,-0.061772,-0.02166,-1.14669,-1.337094,-0.059479,0.531372,0.687885,-0.963955,0.645589,F
3261,0.256662,0.286856,0.065303,-0.969775,0.230825,0.264563,0.533957,-0.854352,-0.373963,0.101,G
3262,0.741453,-0.300901,0.080219,-1.926009,0.976743,-0.826964,-1.238515,-1.075594,0.684369,-0.447048,I
3263,-0.239023,-0.312951,0.391471,-0.614992,0.229872,0.743756,0.305034,-0.638968,-0.25467,0.265284,F
3264,0.009978,0.479062,0.223639,0.650055,-1.349908,-0.28898,-0.160011,1.265662,0.781457,-0.381744,F
3265,0.003289,0.297529,0.386506,-0.02987,0.261718,-0.051469,0.289339,-0.332619,-0.064614,-0.048789,F
3266,0.146158,-0.153957,0.378073,0.967632,0.263695,-0.488614,0.258118,1.377685,0.393996,-0.684723,F
3267,-0.028153,0.272665,0.062279,1.626028,0.076938,2.668984,-0.290101,-0.919969,0.083601,2.204709,E
3268,0.412606,-0.360108,0.221513,-0.823715,0.261718,-0.322807,0.072368,-0.707189,-0.083046,-0.413626,F
3269,-0.318198,-0.354739,0.124589,-0.166566,0.250757,0.606538,0.290187,-0.928636,0.630368,0.989083,E
3270,0.268498,0.13439,0.216414,0.959701,0.239808,0.634749,0.52267,-0.35126,-0.323236,-0.610889,A
3271,-0.328798,-0.146502,0.433517,1.961244,0.150546,1.522785,0.090162,0.978373,2.162624,1.272233,X
3272,0.090819,-0.272627,-3.199279,-0.290941,0.261718,0.548111,-0.024674,-0.560004,-1.126487,0.866287,F
3273,0.080567,0.003687,-0.014949,-1.208961,0.078114,-1.10894,0.00786,-1.012152,0.422625,-0.984498,A
3274,0.810476,-0.145089,0.139432,1.062369,0.877207,-0.796104,-0.814098,1.447266,1.243259,0.236492,I
3275,0.191298,-0.239056,0.287357,-0.536865,0.249634,-0.583317,0.451877,0.464583,-0.064473,-0.426189,F
3276,0.126228,-0.742257,0.440167,0.148822,0.262579,0.79494,0.513487,-0.015941,0.233155,0.688039,A
3277,1.125086,-0.2202,-0.014044,-0.491275,0.089761,-0.489623,0.160255,0.124313,-0.835987,-0.27584,A
3278,-0.273073,-0.379538,-2.025515,0.193457,0.351471,-0.548094,-0.22836,1.628839,2.117176,0.21732,X
3279,0.018111,0.186561,0.335334,0.792989,0.238815,0.415584,0.285614,1.703274,0.615372,0.035906,A
3280,0.175633,0.509428,0.171216,1.223874,0.185777,-0.384705,0.125617,1.339834,0.462225,-0.158149,A
3281,0.035189,-0.11599,-3.166836,-0.664399,0.23058,2.507855,0.891619,-0.909174,-0.552955,1.639447,A
3282,-0.016937,-0.051717,0.284366,0.552983,0.265352,0.426026,0.251331,0.378091,0.286317,0.303896,A
3283,0.47592,-0.302738,0.056793,-0.014182,0.976743,-1.274982,-1.409941,0.242634,1.537817,-0.323282,I
3284,0.130292,0.870736,-3.210528,0.062493,0.261718,0.429028,0.362101,0.866417,0.186745,0.725619,A
3285,0.384981,0.39108,0.445921,-1.111626,-1.076072,-0.114552,0.200248,0.789711,-0.142675,-0.118957,F
3286,-0.212745,0.048314,0.181643,-0.586109,0.2613,0.274206,-0.093714,-0.980611,0.227517,0.14721,E
3287,-3.498799,-0.566031,0.139604,-5.440122,0.976743,-1.60369,-1.30911,-0.338357,1.306142,-1.954972,I
3288,-0.222781,0.377683,0.384823,1.05107,0.156952,1.349425,0.135036,0.100973,0.970024,1.262189,X
3289,0.225774,0.164059,0.075301,0.685002,0.252473,0.00508,-0.155576,0.43579,-0.111141,-0.086631,A
3290,9.941835,-0.142854,-0.03535,-0.690759,-3.008368,-0.36258,2.41359,-1.21667,1.571253,0.402121,I
3291,-0.051782,0.523949,0.536175,-1.173216,0.261718,1.046311,0.514098,1.031306,0.496031,1.234055,A
3292,0.024148,-0.391915,0.412616,0.11812,0.023697,-1.67872,0.260576,-2.631229,-0.497569,-1.988401,A
3293,-0.363702,-0.021938,0.193241,1.143972,0.232805,0.083212,-0.380111,1.363482,2.075998,-0.134941,X
3294,0.303862,-0.180278,-0.023111,-0.633593,0.261718,0.815128,0.397658,-1.71087,-0.220224,0.518833,F
3295,0.264125,0.370785,0.10426,0.027848,0.257064,-0.233256,0.352156,0.150974,-0.012153,-0.173122,A
3296,0.169947,0.147475,-0.016531,-0.456954,0.228979,-0.362554,0.2997,1.569475,0.026743,0.003896,E
3297,0.231613,0.219621,0.416543,1.070055,0.23472,0.999368,1.049161,-0.658625,-1.142164,0.444019,A
3298,-3.498799,-0.04167,-3.197802,-0.457853,-4.922215,2.705101,-1.654205,-0.053786,-1.22041,2.891707,A
3299,0.180283,-0.070137,-0.007232,-0.656431,0.240148,0.123153,0.374957,-0.284492,-0.541081,-0.219177,F
3300,0.06995,-0.012347,0.251612,-0.018776,0.252984,-0.68545,0.148528,0.49483,0.454462,-0.225552,H
3301,0.122285,-0.114224,0.277169,0.789269,-1.349151,0.552996,0.537622,0.673145,-0.070021,0.17761,A
3302,0.097218,0.33266,-0.015308,0.101095,0.242202,-0.612883,0.744958,-0.07631,-0.162308,-0.262502,A
3303,-0.261764,0.164051,0.015691,-0.852052,0.175525,0.132947,0.724703,-1.262321,-0.019396,0.175927,H
3304,0.109184,0.213917,0.366847,-0.251104,0.265865,-0.676032,0.461152,0.166218,-0.06731,-0.836363,H
3305,0.061845,0.08669,0.535703,-2.245088,0.10821,-1.5346,-0.074445,-1.65573,-1.60506,-1.040014,A
3306,0.095087,-0.092167,-0.026301,-1.225253,0.2425,-0.811984,0.104606,-0.683601,-0.341105,-0.815688,A
3307,-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,0.644579,-0.287999,0.167206,0.466412,0.423524,A
3308,-0.096678,0.234751,0.250285,0.059726,0.261558,-1.113245,0.435499,0.341544,0.643444,-1.047428,H
3309,0.5488,-0.297194,0.063581,-0.62114,0.976743,0.329903,-1.252293,-1.697503,-0.175653,1.638737,I
3310,-0.118267,-0.211695,0.550219,1.365922,0.745268,-0.527993,-1.10881,2.003202,1.440617,0.472228,Y
3311,0.086027,-0.0892,0.184529,-0.208735,0.173694,-0.720798,0.233473,0.389544,0.315673,-0.455645,D
3312,-0.01653,0.865107,-0.091736,1.055671,-1.345551,2.237353,-0.034758,-0.682517,-0.860476,2.162115,F
3313,-0.25403,0.0546,-2.011786,0.333585,0.362858,-0.520964,0.39691,1.067983,2.110901,-0.400158,X
3314,0.150926,0.452506,0.433488,0.898155,0.239848,0.146698,0.100184,0.693311,0.199045,-0.235458,A
3315,0.66104,-0.086577,-3.050178,0.470085,1.039817,-0.621969,-1.822553,0.363687,0.682368,0.144348,I
3316,0.185776,0.530246,0.108393,-0.066721,0.239822,-0.307301,-0.030944,-0.889033,-0.956099,-0.561061,H
3317,0.720878,-0.12502,0.157689,1.207692,0.976743,-0.57898,-1.071215,0.704422,1.432551,-0.046979,I
3318,-0.294534,0.282205,0.122008,0.654735,0.235781,0.001719,0.271928,0.46123,0.637425,0.366373,E
3319,-0.085887,0.178087,0.286779,-1.697506,0.262431,-0.505059,1.193932,0.233011,-0.647335,-0.696124,F
3320,0.173388,-0.185821,0.406035,-0.202483,0.261942,0.440764,0.125309,-2.229848,-1.622119,0.04287,D
3321,0.011003,0.696678,-0.104673,0.034384,0.174741,-1.099507,0.30405,0.810037,0.826046,-0.883652,G
3322,1.052838,0.10518,0.499543,0.373596,0.14948,1.921783,0.153326,-0.748722,-0.775601,1.471673,A
3323,0.086174,-0.040507,0.339739,0.836577,-1.274817,0.062378,0.390008,1.126696,0.891909,-0.161002,A
3324,0.081354,-0.040697,0.08879,0.375693,0.232084,-0.18402,-0.034633,1.097863,-0.134829,-0.177814,F
3325,0.159261,0.27295,0.123361,-0.545356,-0.89158,1.050714,0.467055,-0.418092,0.066978,0.867004,A
3326,-0.141537,0.371768,0.026591,1.070739,0.171871,0.289155,0.210869,-0.000201,-0.452626,-0.117008,E
3327,0.065488,-0.073845,0.288773,-0.02063,0.261718,-0.134214,-0.113336,-0.375382,-0.265426,-0.078925,F
3328,0.057984,-0.469973,0.097551,0.614768,0.231635,-0.146901,0.224311,0.357201,-0.127741,0.100521,H
3329,-0.17544,-0.470537,-3.170641,-0.870109,0.152603,-0.040266,0.18595,-0.804688,-0.476401,-0.776459,A
3330,0.02016,-0.325508,0.104426,-0.595228,0.261718,-0.219977,0.365994,-0.987776,-0.414605,-0.249557,F
3331,-0.363439,-0.028124,0.151829,1.168442,0.259589,-0.085348,0.465177,0.990553,1.766714,-0.175929,X
3332,-0.008228,0.212386,0.124435,1.348274,0.261718,0.38772,0.753527,0.288386,-0.891329,0.413116,A
3333,0.152854,-0.358696,0.235258,1.754231,0.252725,0.978458,0.609224,0.360335,-0.749838,0.939605,A
3334,-0.305386,0.365676,0.080563,0.268038,0.244085,2.152239,0.234023,0.183689,0.126227,1.882719,A
3335,0.576761,0.025721,0.205287,-0.638448,0.976743,-0.141333,-1.335176,0.251741,0.881803,0.835452,I
3336,0.028357,0.294751,0.242545,-0.097845,0.260009,-0.99575,0.327029,0.113142,-0.086039,-0.836379,E
3337,0.690297,-0.17801,0.151227,-0.647035,0.95479,-0.376259,-1.270045,0.622238,1.614313,0.223392,I
3338,-0.104927,0.130736,5.489274,1.843679,-1.426674,1.106679,0.136293,1.601821,0.371234,0.986392,A
3339,0.080473,0.110403,0.361926,0.780933,-1.286632,0.80468,0.665638,0.048209,-0.551384,0.717865,A
3340,0.272361,-0.118543,0.009679,-0.624408,0.239764,2.08674,0.819165,-1.121436,-0.261948,1.386254,A
3341,-0.143365,9.73591,0.052046,0.571779,-1.051323,0.478017,0.290189,0.572238,-0.32941,0.232342,F
3342,0.078239,0.055823,0.155345,-0.688375,0.254075,-0.303276,0.228609,0.291809,-0.345668,-0.09813,F
3343,-0.218222,-0.175297,0.179061,1.150149,0.250677,-0.702818,-0.014124,1.678023,2.624065,-0.756846,X
3344,-0.064811,-0.34218,-3.210528,-0.317508,0.261718,0.359078,0.289673,0.829357,0.027144,-0.089698,F
3345,-0.011165,-0.371912,0.134128,-0.298084,0.247272,-0.21728,-0.067299,-0.306671,0.489048,-0.239889,A
3346,-0.145236,0.117363,0.306071,0.725639,0.243938,-0.08086,0.345232,0.77033,0.504417,0.577092,F
3347,0.206855,-0.272339,0.056857,0.22415,0.261718,-0.225844,0.349658,0.000369,-0.11941,-0.228238,A
3348,0.269796,-0.367925,-0.05973,0.282469,0.178454,-0.945478,0.172992,-0.946166,-1.159188,-0.860463,G
3349,0.232973,-0.494184,0.333089,-0.876358,0.261718,-0.374561,0.220029,0.108875,-0.179529,-0.440856,G
3350,-0.010189,0.192259,0.122863,0.220281,0.261718,1.021384,0.069862,-0.550996,-0.25419,1.119981,A
3351,-0.322443,-1.003857,0.197243,-0.087531,0.261718,0.038097,0.414967,0.027558,0.341997,0.282848,D
3352,-0.235244,0.012375,0.493021,1.306155,0.18325,0.875468,0.649433,0.27952,2.029091,0.915425,X
3353,0.153164,0.137677,0.353199,-0.151973,0.261718,-0.445782,0.358395,0.203267,0.031,0.063506,A
3354,0.004143,-0.05589,0.044753,-0.229607,0.229739,-0.116001,0.280496,0.286847,0.258111,-0.097219,E
3355,-0.146061,-0.088734,0.120609,0.548813,0.168181,1.021436,0.107226,0.488927,0.141571,0.146496,E
3356,0.634628,0.036947,-3.064979,0.479867,1.043048,-0.771001,-1.822243,1.098062,-0.175448,0.994001,I
3357,0.088642,-0.006139,0.346405,0.498008,0.246832,-0.180729,0.500859,1.020332,0.200169,0.018905,H
3358,0.023199,-0.01572,-0.359347,0.971815,0.178785,0.725346,1.064488,0.178479,0.352828,0.884499,A
3359,0.069778,0.111403,0.325074,0.193129,0.243294,1.869129,0.385762,-1.292069,-0.667477,1.320767,A
