Color,fixed acidity2,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
White,7.5,0.36,0.37,1.28,0.037,19.0,96.0,0.99596,3.16,0.36,8.6,6
White,6.6,0.41,0.15,10.21,0.045,25.0,200.0,0.991173,3.11,0.41,10.2,7
Red,9.6,0.57,0.28,1.49,0.111,40.0,239.0,0.997801,2.94,0.63,10.2,6
White,7.1,0.36,0.28,18.02,0.033,10.0,201.0,0.997405,3.0,0.62,9.7,5
Red,6.7,0.18,0.39,1.35,0.058,14.0,94.0,0.991999,3.3,0.53,11.4,7
White,6.5,0.41,0.49,14.81,0.046,45.0,127.0,0.992871,3.2,0.53,10.2,6
White,5.7,0.28,0.24,12.54,0.053,51.0,162.0,0.996165,3.4,0.42,9.4,5
White,6.6,0.17,0.27,11.36,0.053,56.0,128.0,0.992657,3.15,0.61,10.2,6
Red,7.4,0.75,0.23,1.88,0.075,44.0,103.0,0.998609,3.37,0.49,9.1,6
White,6.7,0.28,0.37,8.6,0.03,42.0,220.0,0.995327,2.99,0.57,10.2,7
White,8.5,0.27,0.4,1.24,0.038,30.0,87.0,0.993138,3.04,0.4,9.2,7
Red,7.3,0.3,0.17,2.35,0.076,9.0,7.0,0.99874,3.15,0.83,10.8,6
White,6.9,0.22,0.26,1.12,0.034,55.0,107.0,0.996949,3.32,0.46,11.4,8
Red,7.6,0.53,0.12,1.76,0.236,12.0,33.0,0.994971,3.08,0.5,9.5,6
White,7.2,0.2,0.35,6.64,0.037,13.0,126.0,0.992318,3.25,0.39,12.5,6
Red,7.9,0.78,0.25,2.02,0.178,5.0,24.0,0.996371,3.34,0.62,9.5,5
White,7.4,0.61,0.27,5.21,0.041,41.0,141.0,0.993181,3.21,0.48,10.3,6
White,6.6,0.26,0.48,1.22,0.032,15.0,83.0,0.991794,3.03,0.62,11.1,5
White,7.4,0.26,0.3,14.41,0.045,40.0,174.0,0.998636,3.07,0.53,9.2,6
White,6.7,0.2,0.31,6.26,0.042,30.0,132.0,0.99314,3.38,0.58,12.6,7
White,7.4,0.28,0.3,4.23,0.046,44.0,98.0,0.993031,3.27,0.46,10.5,7
White,6.6,0.16,0.33,2.31,0.092,19.0,60.0,0.992084,3.06,0.47,10.5,5
White,6.1,0.24,0.25,1.1,0.057,55.0,68.0,0.993308,3.3,0.39,10.1,5
White,6.6,0.31,0.24,4.77,0.05,57.0,164.0,0.995143,3.2,0.47,9.4,5
White,6.7,0.4,0.3,2.29,0.028,30.0,113.0,0.997449,3.13,0.52,12.8,7
White,6.3,0.17,0.23,3.01,0.06,87.0,185.0,0.991918,3.25,0.44,10.0,7
White,6.8,0.32,0.25,5.24,0.035,24.0,192.0,0.993506,3.17,0.66,12.6,7
Red,6.7,0.43,0.1,1.37,0.043,26.0,67.0,0.993787,3.0,0.56,9.4,5
White,6.3,0.17,0.29,8.26,0.03,21.0,171.0,0.993176,3.21,0.36,9.3,6
White,6.4,0.36,0.29,18.34,0.054,27.0,87.0,0.998171,3.13,0.5,9.0,4
Red,8.0,0.37,0.22,1.08,0.078,15.0,51.0,0.997481,3.07,0.72,8.8,7
Red,8.9,0.78,0.5,1.61,0.092,11.0,71.0,0.996736,3.3,0.67,9.5,5
White,7.0,0.31,0.24,7.6,0.026,30.0,218.0,0.991146,3.17,0.65,10.8,7
Red,11.5,0.73,0.42,1.88,0.068,4.0,53.0,0.996387,3.17,0.54,9.4,5
White,7.7,0.18,0.49,4.81,0.046,15.0,155.0,0.997207,3.21,0.68,9.2,6
White,7.2,0.28,0.41,1.12,0.052,57.0,139.0,0.992287,3.23,0.43,10.7,6
White,6.4,0.3,0.29,2.08,0.041,27.0,44.0,0.996309,3.49,0.62,10.0,5
White,6.9,0.24,0.42,1.82,0.035,45.0,216.0,0.996827,3.2,0.55,8.8,6
White,6.9,0.39,0.2,8.38,0.041,26.0,134.0,0.995492,3.14,0.64,9.4,6
White,6.4,0.18,0.41,8.8,0.043,42.0,139.0,0.995829,2.98,0.43,10.0,7
Red,6.7,0.76,0.13,1.84,0.076,12.0,33.0,0.996283,3.19,0.54,9.8,6
Red,10.2,0.83,0.13,1.71,0.037,7.0,84.0,0.997887,3.26,0.57,9.4,6
Red,6.6,0.48,0.0,1.73,0.074,7.0,35.0,0.997476,3.48,0.58,9.5,5
White,6.8,0.39,0.26,14.44,0.033,33.0,131.0,0.995392,3.2,0.56,10.0,6
White,7.1,0.29,0.49,1.91,0.029,45.0,210.0,0.995846,3.19,0.33,9.4,6
White,7.5,0.4,0.32,1.78,0.047,32.0,58.0,0.996808,3.16,0.85,11.0,5
Red,7.5,0.14,0.49,2.05,0.061,8.0,54.0,0.99465,3.52,0.93,10.6,6
White,5.3,0.61,0.62,1.47,0.131,9.0,140.0,0.995552,3.13,0.35,9.4,6
Red,7.6,0.55,0.39,3.31,0.076,23.0,29.0,0.997976,3.32,0.61,12.2,7
White,6.0,0.33,0.27,1.59,0.051,12.0,129.0,0.991992,3.49,0.51,11.2,4
Red,8.0,0.4,0.12,1.59,0.088,3.0,15.0,0.99506,3.38,0.47,10.5,3
White,6.9,0.16,0.32,1.42,0.047,25.0,132.0,0.991075,3.25,0.52,10.2,6
Red,7.2,0.55,0.25,11.08,0.119,5.0,164.0,0.994584,3.19,0.59,10.0,6
White,6.7,0.11,0.28,10.88,0.045,29.0,97.0,0.996541,3.19,0.35,9.9,8
Red,6.8,0.56,0.1,1.55,0.075,5.0,29.0,0.995259,3.44,0.63,9.8,5
White,7.4,0.34,0.44,10.81,0.051,70.0,189.0,0.997707,3.04,0.51,8.6,5
White,6.8,0.5,0.26,15.49,0.031,48.0,82.0,0.998973,2.94,0.76,9.0,5
White,6.3,0.31,0.44,14.31,0.036,45.0,196.0,0.997881,3.22,0.5,9.4,6
White,6.2,0.32,0.49,9.67,0.049,50.0,213.0,0.997024,3.14,0.39,9.3,5
White,6.4,0.32,0.21,1.34,0.042,55.0,182.0,0.996017,3.2,0.43,9.4,5
White,7.0,0.19,0.38,1.71,0.055,4.0,135.0,0.993217,3.23,0.5,10.4,6
White,7.1,0.23,0.49,9.4,0.039,49.0,149.0,0.99318,3.43,0.52,10.5,7
Red,9.9,0.48,0.47,1.8,0.077,18.0,23.0,0.994283,3.39,0.91,12.1,7
White,6.6,0.36,0.3,10.92,0.094,47.0,116.0,0.996089,3.14,0.46,8.9,6
Red,8.9,0.43,0.58,2.64,0.077,7.0,38.0,0.99818,3.1,0.67,11.8,6
White,7.7,0.32,0.27,1.78,0.033,25.0,116.0,0.993385,2.98,0.61,11.7,5
White,6.8,0.24,0.35,7.19,0.041,40.0,159.0,0.994818,3.16,0.52,10.6,6
White,6.2,0.14,0.2,4.39,0.038,22.0,73.0,0.995114,3.32,0.45,10.5,4
White,7.6,0.55,0.29,1.65,0.073,25.0,53.0,0.996445,3.27,0.75,9.8,7
Red,8.6,0.27,0.07,19.87,0.06,17.0,131.0,0.994394,3.03,0.53,11.5,6
White,6.9,0.23,0.28,8.57,0.051,37.0,211.0,0.99542,3.3,0.52,10.4,6
White,6.6,0.21,0.24,1.49,0.046,47.0,167.0,0.992664,3.32,0.6,9.2,5
Red,8.2,0.52,0.26,2.65,0.097,12.0,23.0,0.995964,3.34,0.54,10.0,6
White,7.1,0.42,0.38,13.94,0.045,54.0,154.0,0.998805,3.19,0.54,9.0,5
White,7.1,0.43,0.62,9.62,0.035,50.0,154.0,0.999979,3.31,0.47,10.1,6
White,6.8,0.25,0.29,1.61,0.04,15.0,100.0,0.998384,3.0,0.38,12.3,7
White,7.7,0.22,0.3,1.96,0.053,28.0,109.0,0.99976,3.27,0.5,12.8,6
White,6.5,0.34,0.3,6.37,0.041,24.0,87.0,0.997817,2.98,0.56,11.4,7
White,6.7,0.28,0.3,5.44,0.028,20.0,99.0,0.991631,3.18,0.64,12.1,7
White,6.6,0.24,0.25,4.83,0.04,50.0,119.0,0.993789,3.36,0.49,11.3,5
White,7.5,0.17,0.36,5.8,0.04,25.0,126.0,0.991936,3.01,0.98,11.4,6
Red,7.6,0.66,0.01,1.78,0.081,9.0,86.0,0.990603,3.45,0.56,9.4,6
White,6.1,0.23,0.28,2.34,0.034,17.0,124.0,0.991117,3.3,0.38,12.1,7
Red,8.2,0.35,0.08,3.0,0.085,17.0,35.0,0.995934,3.31,0.39,12.9,6
White,7.0,0.39,0.48,1.31,0.047,24.0,125.0,0.993564,3.07,0.56,10.7,5
White,5.5,0.54,0.27,3.65,0.035,27.0,75.0,0.988651,3.38,0.31,12.0,6
Red,6.9,0.43,0.03,3.08,0.074,7.0,86.0,0.997873,3.12,0.63,10.2,5
White,7.1,0.39,0.38,1.31,0.039,17.0,88.0,0.990993,3.09,0.63,12.5,6
White,7.1,0.27,0.22,8.99,0.047,26.0,113.0,0.995553,3.09,0.55,11.5,7
Red,5.2,0.41,0.33,1.98,0.028,7.0,89.0,0.990916,3.48,0.52,10.8,4
White,9.0,0.44,0.22,2.68,0.08,17.0,170.0,0.990738,3.37,0.47,12.0,5
White,7.7,0.26,0.35,20.73,0.047,35.0,131.0,0.99298,3.21,0.49,9.2,5
Red,7.0,0.53,0.01,2.18,0.095,4.0,148.0,0.995023,3.35,0.79,9.5,6
Red,7.8,0.54,0.07,2.06,0.068,6.0,15.0,0.996442,3.35,0.48,9.6,5
Red,5.0,0.33,0.44,1.37,0.048,18.0,82.0,0.993179,3.2,0.43,12.4,4
White,7.5,0.21,0.39,1.98,0.09,21.0,139.0,0.994889,3.05,0.52,10.9,7
White,6.8,0.4,0.19,8.19,0.044,52.0,182.0,0.994067,3.18,0.48,9.4,5
Red,6.5,0.34,0.32,1.37,0.079,15.0,26.0,0.991861,3.02,0.63,11.9,6
White,6.8,0.24,0.49,7.59,0.037,16.0,184.0,0.991644,3.03,0.53,10.7,5
White,6.6,0.29,0.38,13.14,0.051,56.0,205.0,0.995232,3.09,0.44,8.7,6
Red,8.7,0.62,0.47,3.46,0.075,12.0,21.0,0.994643,3.14,0.63,12.6,7
White,5.3,0.23,0.47,2.19,0.044,27.0,75.0,0.989704,3.25,0.35,13.0,6
Red,5.9,0.32,0.3,2.36,0.041,18.0,27.0,0.990818,3.29,0.79,11.7,7
White,6.2,0.36,0.24,1.21,0.038,39.0,73.0,0.995819,3.4,0.44,10.3,6
White,6.6,0.26,0.34,15.91,0.054,26.0,213.0,0.996226,3.0,0.64,9.4,6
White,7.4,0.21,0.34,1.75,0.172,54.0,84.0,0.998383,3.21,0.53,11.2,5
Red,7.7,0.53,0.21,2.23,0.128,18.0,110.0,0.995894,3.23,0.48,9.4,6
White,7.0,0.2,0.26,6.22,0.035,25.0,221.0,0.995861,3.31,0.56,10.7,5
White,5.7,0.32,0.18,4.47,0.047,44.0,198.0,0.994651,3.16,0.43,9.5,6
White,6.9,0.23,0.28,12.28,0.03,47.0,199.0,0.998228,2.87,0.35,10.8,6
White,6.6,0.41,0.49,1.61,0.045,20.0,50.0,0.998271,3.04,0.4,10.1,5
White,7.0,0.25,0.37,2.92,0.033,35.0,102.0,0.990735,3.26,0.31,12.1,7
White,6.7,0.29,0.3,6.6,0.051,53.0,130.0,0.994942,3.14,0.49,9.4,5
White,6.5,0.31,0.45,12.78,0.046,17.0,41.0,0.997825,3.11,0.43,9.4,5
White,5.0,0.25,0.36,1.46,0.042,6.0,141.0,0.991765,3.17,0.38,10.8,5
White,6.1,0.19,0.03,1.9,0.065,25.0,160.0,0.995169,3.31,0.33,9.3,5
White,6.8,0.31,0.28,1.32,0.03,25.0,101.0,0.989442,2.9,0.31,11.0,6
White,5.6,0.16,0.31,2.29,0.038,48.0,124.0,0.990444,3.46,0.52,10.5,6
White,7.5,0.27,0.49,5.24,0.054,23.0,133.0,0.999741,3.22,0.46,10.0,5
White,6.3,0.22,0.54,1.35,0.204,30.0,66.0,0.995948,3.12,0.45,11.7,7
White,7.3,0.18,0.43,10.18,0.044,45.0,177.0,0.997372,3.45,0.72,10.2,5
White,6.0,0.15,0.32,7.38,0.036,21.0,115.0,0.995509,3.17,0.46,11.1,6
White,8.1,0.2,0.21,6.98,0.044,68.0,158.0,0.998236,3.24,0.6,10.2,6
Red,7.2,0.65,0.03,1.93,0.078,16.0,19.0,0.996718,3.2,0.66,10.2,6
White,7.1,0.17,0.22,6.47,0.024,42.0,111.0,0.993744,3.17,0.35,10.9,7
White,6.6,0.39,0.32,3.67,0.048,19.0,73.0,0.998236,3.32,0.54,9.4,8
White,4.9,0.2,0.44,0.99,0.045,28.0,96.0,0.992888,3.31,0.35,11.3,6
White,6.2,0.24,0.38,9.35,0.061,60.0,243.0,0.996917,3.16,0.46,10.5,5
White,7.3,0.27,0.36,5.62,0.028,54.0,97.0,0.9932,3.0,0.54,8.8,7
Red,7.8,0.61,0.29,1.96,0.088,24.0,107.0,0.996225,3.3,0.47,9.1,6
White,6.4,0.28,0.48,4.17,0.042,37.0,183.0,0.993131,3.02,0.41,9.0,5
White,6.5,0.18,0.24,0.87,0.038,60.0,83.0,0.996506,3.13,0.38,10.6,6
White,7.2,0.17,0.32,5.65,0.036,35.0,97.0,0.994602,3.03,0.49,10.4,6
Red,7.0,0.77,0.07,1.96,0.081,9.0,37.0,0.996069,3.62,0.61,9.8,5
Red,10.1,0.31,0.59,2.15,0.113,11.0,15.0,0.995879,3.36,0.79,11.7,7
White,7.4,0.31,0.12,16.04,0.036,37.0,160.0,0.998586,3.22,0.46,9.1,5
White,7.3,0.28,0.36,14.3,0.024,49.0,209.0,0.991985,3.34,0.52,10.8,7
White,7.4,0.22,0.3,14.24,0.053,53.0,231.0,0.998532,3.02,0.36,9.1,6
White,6.9,0.27,0.3,8.14,0.037,57.0,213.0,0.995489,3.19,0.49,9.6,6
White,6.4,0.29,0.52,1.85,0.046,56.0,204.0,0.996335,3.2,0.53,9.5,6
White,6.2,0.16,0.33,3.84,0.044,57.0,169.0,0.998909,2.88,0.47,8.9,6
White,6.6,0.15,0.3,1.73,0.088,20.0,73.0,0.990549,3.13,0.58,10.2,6
White,7.4,0.19,0.26,16.63,0.045,47.0,94.0,0.998527,3.05,0.58,10.3,6
White,6.4,0.38,0.3,5.8,0.032,55.0,227.0,0.997155,3.25,0.54,10.0,6
White,6.9,0.59,0.42,1.43,0.032,29.0,157.0,1.000352,3.35,0.53,12.8,6
White,7.1,0.37,0.49,11.66,0.256,13.0,139.0,0.997815,3.1,0.53,9.6,5
White,6.4,0.24,0.33,5.66,0.035,21.0,164.0,0.9964,3.14,0.41,10.3,5
White,6.7,0.37,0.39,6.45,0.044,49.0,160.0,0.997475,3.18,0.5,13.0,6
Red,6.6,0.18,0.35,1.04,0.04,19.0,97.0,0.991056,3.05,0.53,10.5,5
White,8.1,0.23,0.27,1.44,0.04,55.0,164.0,0.996793,3.23,0.44,10.0,7
Red,5.7,0.34,0.09,2.19,0.031,8.0,81.0,0.993698,3.45,0.88,11.4,6
White,7.6,0.23,0.36,1.71,0.054,31.0,145.0,0.993233,3.3,0.48,11.3,6
White,7.4,0.21,0.36,15.43,0.056,61.0,115.0,0.994422,3.1,0.48,9.0,5
White,7.2,0.21,0.28,2.55,0.053,32.0,172.0,0.995855,2.99,0.36,10.0,4
White,6.6,0.36,0.29,8.37,0.078,26.0,206.0,0.996744,3.4,0.54,9.9,6
White,6.9,0.21,0.35,2.31,0.039,47.0,126.0,0.993159,3.2,0.52,10.8,6
White,6.3,0.25,0.3,2.46,0.026,34.0,96.0,0.99024,3.12,0.41,9.3,4
White,6.6,0.15,0.47,7.47,0.051,17.0,206.0,0.99382,3.14,0.38,10.5,5
White,6.4,0.29,0.27,4.66,0.049,48.0,179.0,0.994222,3.12,0.7,9.5,6
White,7.2,0.31,0.34,7.53,0.023,15.0,166.0,0.993722,3.18,0.47,11.4,7
Red,7.1,0.77,0.05,11.38,0.053,21.0,55.0,0.99815,3.15,0.57,11.1,8
White,6.8,0.45,0.39,10.59,0.048,67.0,132.0,0.994275,3.11,0.53,9.2,5
White,6.8,0.34,0.31,2.73,0.038,45.0,105.0,0.996985,3.22,0.47,10.8,7
White,6.7,0.22,0.41,11.05,0.051,21.0,167.0,0.992392,3.15,0.61,8.9,5
White,8.1,0.23,0.44,1.5,0.057,49.0,141.0,0.999765,3.31,0.47,9.4,7
Red,7.6,0.53,0.35,11.63,0.053,17.0,129.0,0.994397,3.4,0.55,9.9,5
White,6.6,0.2,0.34,4.57,0.04,25.0,220.0,0.990916,2.99,0.59,11.7,8
White,6.1,0.29,0.49,13.3,0.039,55.0,155.0,0.991957,3.28,0.48,9.4,4
Red,7.7,0.52,0.44,3.54,0.053,6.0,25.0,0.999075,3.07,0.71,9.3,5
White,5.9,0.24,0.32,4.08,0.06,23.0,84.0,0.994384,3.28,0.35,11.5,4
White,7.5,0.28,0.32,1.61,0.05,53.0,142.0,0.995977,3.22,0.44,11.0,7
White,8.7,0.17,0.3,1.29,0.051,36.0,128.0,0.993622,3.11,0.59,12.2,6
White,6.9,0.33,0.4,1.89,0.076,32.0,176.0,0.997586,3.1,0.49,9.7,5
White,6.7,0.22,0.35,8.28,0.037,24.0,98.0,0.994237,3.0,0.38,10.1,7
White,6.7,0.31,0.27,4.63,0.055,43.0,111.0,0.994391,3.17,0.5,8.9,7
White,6.8,0.31,0.25,11.95,0.068,53.0,211.0,0.996506,3.1,0.56,9.2,5
White,8.1,0.45,0.39,10.05,0.063,10.0,165.0,0.99428,3.09,0.47,10.0,7
White,7.1,0.31,0.27,8.94,0.04,20.0,110.0,0.990604,3.48,0.42,11.4,5
Red,9.4,0.31,0.45,2.33,0.067,21.0,42.0,0.998018,3.24,0.52,12.4,6
White,7.3,0.25,0.44,1.86,0.043,18.0,94.0,0.991687,3.08,0.52,11.3,6
White,6.5,0.3,0.62,2.73,0.039,28.0,156.0,0.992579,3.16,0.46,8.6,4
Red,7.4,0.81,0.15,1.63,0.03,18.0,136.0,0.993066,3.29,0.81,9.5,6
White,6.9,0.24,0.32,8.59,0.04,48.0,96.0,0.996756,3.2,0.51,8.9,6
White,6.5,0.36,0.45,8.11,0.037,36.0,115.0,0.989865,3.07,0.65,12.0,6
Red,10.2,0.33,0.47,1.81,0.052,10.0,20.0,0.996667,2.85,0.89,10.2,6
Red,5.6,0.17,0.12,3.62,0.042,27.0,64.0,0.9955,3.63,0.43,9.6,6
White,7.5,0.6,0.3,2.3,0.1,6.0,85.0,0.997158,3.61,0.58,11.5,5
White,5.9,0.14,0.33,1.05,0.079,20.0,85.0,0.994705,3.27,0.53,9.7,6
White,6.3,0.39,0.33,1.3,0.046,38.0,118.0,0.99549,3.19,0.55,9.6,4
White,7.5,0.21,0.26,3.67,0.059,30.0,149.0,0.99108,3.25,0.4,12.1,8
White,6.3,0.21,0.36,18.28,0.05,35.0,177.0,0.9979,3.18,0.48,9.7,5
White,6.6,0.25,0.34,5.71,0.04,35.0,120.0,0.993228,2.99,0.49,11.1,6
White,5.8,0.28,0.24,2.62,0.059,55.0,174.0,0.996115,3.35,0.41,10.7,5
White,8.0,0.59,0.12,1.56,0.081,35.0,65.0,0.997422,3.28,0.65,9.8,7
White,6.7,0.42,0.3,11.22,0.029,24.0,132.0,0.995755,3.38,0.53,10.5,5
White,7.6,0.26,0.4,11.71,0.05,40.0,189.0,0.998291,3.05,0.51,9.1,6
White,7.4,0.3,0.41,1.42,0.043,65.0,182.0,0.993416,3.24,0.52,10.2,7
Red,9.2,0.35,0.3,2.66,0.023,25.0,209.0,0.993098,3.36,0.61,12.2,5
Red,7.8,0.65,0.01,1.41,0.081,4.0,15.0,0.996725,3.26,0.54,9.4,5
White,7.4,0.21,0.12,2.05,0.039,34.0,132.0,0.992205,3.34,0.47,11.3,7
White,6.3,0.4,0.24,5.18,0.033,32.0,129.0,0.99842,3.21,0.45,11.6,8
White,6.5,0.32,0.34,2.48,0.028,43.0,66.0,0.991192,3.27,0.46,11.4,5
White,5.2,0.47,0.17,7.38,0.045,48.0,159.0,0.99264,3.06,0.34,9.1,5
White,5.0,0.25,0.25,3.16,0.023,23.0,210.0,0.991894,3.37,0.51,11.5,5
White,6.6,0.21,0.36,6.53,0.03,29.0,86.0,0.990724,3.05,0.45,11.2,7
White,8.2,0.16,0.28,12.44,0.054,36.0,108.0,0.993202,3.22,0.37,9.5,5
White,6.1,0.19,0.34,6.09,0.034,45.0,103.0,0.995404,3.0,0.57,10.3,7
White,7.6,0.38,0.24,1.88,0.04,18.0,160.0,0.994897,3.29,0.59,9.7,6
White,9.2,0.28,0.36,4.63,0.033,40.0,101.0,0.997932,3.18,0.52,11.0,7
Red,9.2,0.28,0.64,2.11,0.093,9.0,41.0,0.996388,3.23,0.65,10.4,5
Red,10.7,0.39,0.74,2.78,0.06,10.0,29.0,0.994235,3.18,0.53,9.2,6
Red,6.8,0.69,0.37,2.07,0.078,17.0,35.0,0.994881,3.39,0.54,9.0,5
White,5.9,0.31,0.41,1.56,0.032,15.0,85.0,0.996874,3.33,0.35,12.3,5
White,7.5,0.35,0.31,13.03,0.051,66.0,214.0,1.003617,3.03,0.69,8.9,5
White,7.2,0.25,0.31,9.13,0.037,19.0,155.0,0.992807,3.14,0.59,11.0,5
White,6.5,0.16,0.36,1.14,0.043,67.0,144.0,0.990615,3.09,0.42,11.0,7
White,7.0,0.21,0.37,7.63,0.037,35.0,127.0,0.993015,3.02,0.55,12.9,8
White,6.0,0.46,0.34,6.09,0.044,30.0,113.0,0.993625,3.32,0.58,11.0,7
White,7.9,0.28,0.6,1.26,0.201,58.0,170.0,0.998049,3.08,0.41,9.0,6
White,6.9,0.23,0.28,6.88,0.037,49.0,108.0,0.99502,3.02,0.63,11.0,8
White,7.6,0.38,0.33,1.27,0.085,15.0,115.0,0.99794,3.07,0.53,9.4,5
White,6.7,0.43,0.28,4.83,0.042,26.0,191.0,0.992891,3.13,0.59,12.5,7
White,6.6,0.24,0.38,1.71,0.057,35.0,153.0,0.994416,3.23,0.53,13.4,6
Red,7.2,0.68,0.02,2.34,0.082,13.0,106.0,0.992502,3.48,0.58,10.6,5
Red,8.9,0.3,0.4,5.76,0.096,7.0,17.0,0.995866,3.33,0.84,12.0,7
Red,8.0,0.53,0.1,2.18,0.091,3.0,12.0,0.993622,3.17,0.76,9.6,6
White,6.8,0.2,0.27,11.83,0.046,72.0,184.0,0.996025,3.2,0.56,9.4,5
White,7.0,0.24,0.31,7.18,0.046,26.0,93.0,0.993007,3.25,0.33,9.0,6
White,6.7,0.26,0.33,9.75,0.035,15.0,108.0,0.991593,3.31,0.63,11.3,7
White,7.4,0.21,0.64,1.21,0.029,37.0,110.0,0.997836,2.96,0.54,9.0,6
White,6.4,0.21,0.32,6.15,0.039,50.0,160.0,0.995411,3.17,0.5,11.0,6
Red,8.8,0.57,0.56,5.22,0.075,28.0,72.0,0.995913,3.24,1.17,12.3,5
White,6.7,0.26,0.35,6.81,0.045,60.0,125.0,0.996909,3.01,0.62,10.4,6
Red,8.7,0.26,0.37,2.45,0.074,5.0,12.0,0.997358,3.29,0.71,9.4,6
White,6.8,0.22,0.3,5.34,0.046,44.0,94.0,0.994324,2.94,0.47,11.8,7
White,7.4,0.22,0.29,13.23,0.073,53.0,113.0,0.99524,3.31,0.42,8.7,6
White,6.9,0.44,0.31,15.68,0.062,19.0,133.0,0.998376,3.0,0.49,9.3,7
White,7.1,0.2,0.37,13.28,0.047,55.0,196.0,0.997672,3.03,0.5,8.9,5
White,5.8,0.29,0.32,1.94,0.026,17.0,170.0,0.990411,3.2,0.4,9.1,5
White,6.6,0.3,0.26,2.43,0.045,35.0,148.0,0.99366,3.21,0.5,9.3,6
White,8.6,0.43,0.35,4.42,0.093,17.0,149.0,0.994556,3.12,0.48,9.5,6
White,6.0,0.32,0.24,10.67,0.046,49.0,153.0,0.99377,3.2,0.45,9.2,5
White,6.2,0.3,0.44,8.88,0.045,28.0,105.0,0.992806,3.16,0.42,9.3,5
White,7.2,0.38,0.29,4.88,0.038,17.0,142.0,0.992214,3.23,0.4,12.2,5
Red,7.8,0.58,0.48,2.2,0.084,14.0,11.0,0.995726,3.38,0.5,9.6,6
White,6.9,0.24,0.31,8.01,0.043,130.0,235.0,0.999386,3.47,0.75,10.4,5
Red,8.2,0.23,0.31,12.79,0.042,35.0,214.0,0.998642,3.12,0.62,9.6,7
White,6.8,0.18,0.32,8.21,0.045,20.0,128.0,0.991553,3.04,0.5,12.1,5
White,5.8,0.27,0.34,6.8,0.033,15.0,129.0,0.993262,3.15,0.36,8.9,6
White,7.1,0.2,0.41,1.85,0.043,65.0,118.0,0.99734,3.24,0.53,10.2,7
White,7.4,0.25,0.32,1.78,0.026,43.0,102.0,0.990433,3.25,0.77,12.3,6
Red,8.2,0.56,0.47,2.41,0.089,7.0,28.0,0.996197,3.25,0.53,10.3,6
White,8.3,0.27,0.36,1.1,0.03,55.0,115.0,0.991286,3.12,0.29,10.8,5
White,7.2,0.23,0.41,11.71,0.052,79.0,183.0,0.997029,3.2,0.48,10.2,5
White,7.3,0.25,0.46,1.02,0.025,60.0,63.0,0.993318,3.02,0.88,10.5,6
Red,6.6,0.41,0.39,2.6,0.077,6.0,17.0,0.99335,3.15,0.56,12.2,7
White,6.4,0.37,0.32,7.68,0.039,21.0,213.0,0.99605,3.16,0.47,9.0,6
White,6.8,0.4,0.3,1.9,0.071,10.0,25.0,0.996407,3.33,0.64,9.8,8
White,7.1,0.32,0.42,8.42,0.032,52.0,182.0,0.995783,3.2,0.53,9.4,7
White,6.6,0.28,0.5,10.03,0.058,59.0,192.0,0.995625,3.16,0.39,9.6,5
White,7.6,0.3,0.31,13.48,0.042,23.0,131.0,0.998369,3.1,0.75,9.4,7
White,7.6,0.28,0.27,8.67,0.054,14.0,125.0,0.992163,3.12,0.4,11.0,5
White,6.9,0.16,0.37,13.54,0.046,42.0,168.0,0.995509,3.21,0.55,11.1,5
White,6.7,0.44,0.3,2.07,0.032,20.0,111.0,0.995365,3.15,0.31,10.8,6
White,6.8,0.32,0.27,7.48,0.031,56.0,112.0,0.995873,3.36,0.59,10.2,6
White,6.8,0.27,0.63,1.9,0.072,60.0,152.0,0.993274,3.07,0.37,9.4,5
White,6.5,0.27,0.32,5.6,0.053,20.0,118.0,0.992523,3.01,0.39,11.0,7
White,7.1,0.39,0.36,1.0,0.068,53.0,153.0,0.989895,3.29,0.49,9.4,7
Red,9.2,0.37,0.26,1.99,0.037,38.0,169.0,0.993034,3.09,1.03,8.5,5
Red,5.7,0.6,0.39,2.08,0.059,29.0,94.0,0.995416,3.48,0.55,12.3,6
White,7.1,0.25,0.41,13.03,0.042,51.0,163.0,1.000398,2.98,0.46,9.1,6
White,7.0,0.33,0.37,6.3,0.051,60.0,138.0,0.998513,3.22,0.55,10.2,5
White,5.1,0.32,0.24,2.19,0.058,20.0,145.0,0.990646,3.15,0.44,11.6,6
White,6.6,0.19,0.27,4.48,0.039,60.0,138.0,0.99487,3.02,0.42,10.7,5
White,6.1,0.3,0.38,1.31,0.019,30.0,207.0,0.990206,3.08,0.5,8.8,6
White,7.6,0.32,0.65,13.08,0.061,25.0,221.0,0.998387,2.96,0.43,8.7,5
White,6.7,0.26,0.0,4.11,0.03,29.0,89.0,0.988697,3.33,0.38,12.7,6
White,7.3,0.19,0.27,13.78,0.057,24.0,107.0,0.998154,3.0,0.41,8.8,8
Red,7.6,0.08,0.38,1.57,0.076,35.0,63.0,0.99806,3.38,0.73,11.3,5
White,7.0,0.25,0.23,1.38,0.045,33.0,124.0,0.9904,2.97,0.43,11.0,5
Red,7.1,0.33,0.42,1.79,0.077,16.0,41.0,0.990621,3.53,0.81,9.7,5
White,8.3,0.22,0.38,11.86,0.042,55.0,71.0,0.995868,3.11,0.64,9.4,5
