Color,fixed acidity2,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
White,7.4,0.41,0.36,5.2,0.047,14.0,82.0,0.9922,2.99,0.56,11.5,5
White,6.8,0.32,0.22,1.4,0.049,33.0,216.0,0.99314,3.21,0.61,9.6,5
White,6.2,0.28,0.16,3.0,0.053,15.0,112.0,0.99326,3.03,0.59,9.5,5
White,6.8,0.36,0.32,3.5,0.021,35.0,87.0,0.9916,3.28,0.57,12.8,6
Red,7.8,0.5,0.22,1.8,0.038,9.0,27.0,0.99435,3.39,0.51,9.6,5
Red,7.2,0.33,0.28,1.5,0.061,6.0,13.0,0.99382,3.29,0.51,10.9,6
Red,6.6,0.35,0.58,2.8,0.066,17.0,23.0,0.99312,3.34,0.75,12.4,6
White,5.7,0.415,0.19,7.4,0.033,46.0,149.0,0.99332,3.22,0.6,10.1,6
White,7.3,0.39,0.55,11.8,0.035,45.0,122.0,0.99768,3.06,0.43,8.7,5
White,5.9,0.3,0.34,16.5,0.037,38.0,143.0,0.9954,3.33,0.38,12.2,7
Red,10.5,0.59,0.42,1.8,0.122,5.0,14.0,0.9979,3.25,0.96,11.1,6
Red,11.6,0.39,0.57,2.4,0.085,12.0,27.0,0.99554,3.09,0.97,12.1,6
White,6.6,0.22,0.37,12.4,0.047,53.0,207.0,0.9972,3.05,0.5,9.3,6
White,6.6,0.21,0.32,7.6,0.038,30.0,154.0,0.9938,3.03,0.48,10.1,5
Red,11.8,0.33,0.74,4.6,0.072,3.0,24.0,0.9988,3.24,0.87,13.0,7
Red,7.2,0.665,0.05,1.5,0.074,16.0,41.0,0.9978,3.39,0.53,9.0,6
White,6.6,0.38,0.28,14.5,0.042,54.0,167.0,0.9972,3.19,0.61,9.6,5
White,6.8,0.23,0.22,5.9,0.032,43.0,131.0,0.99024,3.19,0.69,12.7,7
Red,12.0,0.28,0.49,1.8,0.066,37.0,59.0,0.998,3.16,0.87,10.2,6
White,7.6,0.29,0.49,1.9,0.037,26.0,81.0,0.9917,3.15,0.49,11.4,6
White,6.7,0.27,0.28,6.8,0.043,28.0,150.0,0.99456,3.16,0.63,10.6,6
Red,6.6,0.34,0.0,2.6,0.073,16.0,30.0,0.9953,3.42,0.7,11.5,7
White,8.6,0.24,0.38,17.85,0.055,59.0,191.0,1.0002,3.02,0.45,9.0,6
White,5.2,0.125,0.27,10.6,0.044,20.0,98.0,0.9936,3.27,0.48,10.2,6
Red,7.4,0.67,0.21,9.0,0.121,30.0,122.0,0.99808,3.14,0.55,9.7,5
Red,6.9,0.44,0.15,1.9,0.076,13.0,34.0,0.99684,3.36,0.58,9.4,5
White,5.9,0.33,0.42,8.6,0.053,48.0,184.0,0.9967,3.38,0.78,10.5,4
White,6.8,0.32,0.3,9.8,0.134,69.0,190.0,0.9959,3.21,0.48,9.4,6
White,7.6,0.41,0.62,15.2,0.049,31.0,153.0,0.9986,3.06,0.44,9.1,5
White,8.7,0.27,0.36,20.0,0.04,64.0,232.0,1.0,3.06,0.43,8.9,5
White,7.8,0.24,0.31,15.1,0.032,27.0,180.0,0.9989,3.03,0.52,9.2,6
White,6.3,0.36,0.27,6.1,0.034,15.0,183.0,0.99268,3.16,0.46,10.6,5
White,6.4,0.15,0.28,9.7,0.026,34.0,136.0,0.99444,2.98,0.42,11.0,7
White,7.6,0.2,0.34,1.3,0.028,28.0,98.0,0.99024,2.95,0.72,12.3,8
White,8.0,0.21,0.24,12.5,0.03,40.0,167.0,0.9967,3.13,0.4,10.0,5
White,6.6,0.26,0.36,20.1,0.07,57.0,173.0,1.00087,3.07,0.52,9.2,5
White,6.1,0.21,0.44,1.1,0.036,14.0,181.0,0.9922,3.47,0.57,10.2,4
White,5.8,0.13,0.24,14.65,0.054,44.0,168.0,0.99865,3.24,0.47,8.9,5
White,7.0,0.23,0.26,2.6,0.043,41.0,78.0,0.9908,3.19,0.48,11.3,7
White,6.5,0.22,0.24,17.4,0.044,41.0,117.0,0.9983,3.24,0.46,8.9,5
Red,6.0,0.545,0.06,1.4,0.066,11.0,34.0,0.9958,3.52,0.58,9.7,5
White,9.1,0.12,0.39,1.1,0.045,44.0,109.0,0.9916,3.16,0.52,11.3,7
White,7.5,0.23,0.25,1.7,0.041,16.0,88.0,0.9926,3.11,0.44,10.2,6
White,7.0,0.44,0.34,1.7,0.034,31.0,120.0,0.99182,3.26,0.59,12.4,7
White,6.8,0.25,0.39,9.7,0.04,50.0,162.0,0.9959,3.2,0.48,9.5,6
White,7.4,0.3,0.36,4.4,0.049,16.0,116.0,0.9938,3.06,0.46,9.9,5
White,6.9,0.44,0.27,3.1,0.047,19.0,136.0,0.9926,3.28,0.43,11.3,6
White,6.9,0.32,0.72,16.0,0.048,61.0,223.0,0.9992,3.06,0.5,9.2,5
White,7.9,0.3,0.28,2.5,0.026,30.0,132.0,0.99144,3.3,0.42,12.9,6
White,6.3,0.23,0.19,1.2,0.033,81.0,110.0,0.9901,3.14,0.52,11.0,6
White,8.2,0.61,0.24,3.1,0.036,15.0,133.0,0.9918,3.02,0.42,12.4,5
White,7.9,0.15,0.37,4.6,0.04,21.0,152.0,0.9934,3.25,0.58,10.6,6
White,8.0,0.2,0.39,10.0,0.04,31.0,112.0,0.9964,3.29,0.44,9.3,5
Red,10.7,0.5,0.47,2.8,0.078,25.0,68.0,0.9999,3.17,0.72,9.3,6
White,7.5,0.2,0.28,13.0,0.053,62.0,172.0,0.997,2.99,0.38,9.5,5
Red,7.4,0.48,0.27,2.5,0.085,22.0,51.0,0.9966,3.39,0.59,11.2,6
White,6.3,0.21,0.27,10.3,0.05,58.0,150.0,0.99624,3.11,0.4,9.3,5
White,7.0,0.34,0.62,10.8,0.046,60.0,195.0,0.99744,3.08,0.45,9.2,5
White,6.2,0.44,0.28,1.6,0.032,19.0,58.0,0.98887,3.2,0.33,13.0,8
Red,10.0,0.51,0.22,2.2,0.202,16.0,26.0,0.99696,3.18,0.66,9.7,6
White,6.8,0.2,0.23,12.8,0.057,34.0,145.0,0.99726,3.1,0.51,9.3,6
Red,8.3,0.31,0.3,2.2,0.078,21.0,77.0,0.99724,2.93,0.72,9.5,5
White,7.3,0.21,0.36,6.6,0.036,73.5,221.0,0.9942,3.37,0.46,10.1,7
White,9.3,0.29,0.41,11.7,0.043,43.0,162.0,0.9988,3.07,0.5,9.0,5
White,7.1,0.3,0.67,10.6,0.04,64.0,155.0,0.99742,3.06,0.45,8.8,5
Red,8.3,0.85,0.23,2.6,0.073,14.0,50.0,0.9973,3.49,0.77,9.6,5
White,5.5,0.68,0.19,7.3,0.044,43.0,176.0,0.99452,3.34,0.48,10.15,6
White,7.5,0.29,0.13,5.8,0.029,26.0,117.0,0.9933,3.23,0.32,11.4,5
Red,4.6,0.615,0.06,1.2,0.089,11.0,49.0,0.9942,3.54,0.94,12.3,7
White,5.8,0.39,0.18,1.8,0.04,7.0,112.0,0.9919,3.26,0.42,11.7,5
White,5.8,0.16,0.22,3.8,0.047,26.0,106.0,0.9948,3.48,0.39,10.0,6
White,7.8,0.24,0.49,14.2,0.055,60.0,173.0,0.99827,3.04,0.59,9.4,5
White,6.8,0.2,0.42,5.1,0.033,24.0,77.0,0.992,3.2,0.44,12.4,6
White,8.7,0.18,0.27,1.4,0.041,40.0,118.0,0.9932,3.01,0.49,10.4,7
Red,7.2,0.7,0.01,4.6,0.07,44.0,45.0,0.9958,3.49,0.59,11.0,6
White,6.6,0.22,0.49,3.4,0.052,33.0,145.0,0.9934,3.12,0.44,10.3,5
White,7.0,0.18,0.28,6.3,0.113,37.0,116.0,0.9951,2.94,0.52,9.2,6
White,6.0,0.41,0.28,4.9,0.048,59.0,119.0,0.99485,3.35,0.47,10.0,5
Red,10.2,0.43,0.43,7.3,0.088,21.0,32.0,0.9991,3.27,0.73,11.6,6
Red,7.0,0.55,0.33,2.5,0.067,24.0,45.0,0.99598,3.36,0.53,10.3,5
White,7.4,0.29,0.46,14.5,0.046,21.0,153.0,0.9985,3.34,0.53,10.5,5
Red,7.9,0.5,0.38,1.8,0.07,25.0,64.0,0.99737,3.21,0.51,9.0,6
White,6.7,0.34,0.46,1.5,0.036,49.0,101.0,0.99024,3.24,0.5,11.9,7
White,6.0,0.23,0.22,9.4,0.04,68.0,188.0,0.9959,3.19,0.46,9.4,5
White,6.4,0.26,0.32,3.6,0.058,22.0,130.0,0.99348,3.15,0.55,10.2,5
White,7.4,0.24,0.2,13.7,0.054,32.0,152.0,0.9972,3.3,0.48,9.0,6
White,6.4,0.21,0.42,1.0,0.049,22.0,90.0,0.99088,3.12,0.47,11.2,6
Red,11.9,0.5,0.57,1.9,0.082,5.0,10.0,0.9987,3.14,0.77,10.1,7
White,6.2,0.22,0.29,1.6,0.048,20.0,117.0,0.99371,3.32,0.46,10.5,5
White,6.4,0.15,0.37,6.1,0.033,32.0,96.0,0.99272,3.16,0.76,11.6,6
Red,9.2,0.78,0.21,1.6,0.07,31.0,191.0,0.9982,3.28,0.51,9.5,4
White,7.3,0.615,0.24,12.2,0.244,36.0,216.0,0.9984,2.86,0.57,9.0,3
White,6.7,0.16,0.26,2.8,0.048,67.0,178.0,0.99741,3.18,0.5,9.4,6
White,6.8,0.49,0.72,2.3,0.074,19.0,44.0,0.9944,3.34,0.51,11.3,5
White,5.0,0.35,0.23,0.8,0.028,8.0,33.0,0.9897,3.21,0.36,12.5,6
White,7.3,0.3,0.38,2.0,0.032,20.0,98.0,0.99064,3.19,0.4,12.5,5
White,6.1,0.24,0.3,6.3,0.032,45.0,126.0,0.99388,3.58,0.59,11.4,6
White,7.3,0.2,0.28,9.9,0.057,51.0,145.0,0.99691,3.1,0.38,9.9,5
Red,6.4,0.51,0.21,2.6,0.073,14.0,112.0,0.99626,3.5,0.74,11.3,6
White,6.7,0.15,0.34,0.8,0.032,59.0,163.0,0.9908,3.41,0.5,11.0,7
Red,7.1,0.44,0.3,4.6,0.07,32.0,56.0,0.9978,3.54,0.6,10.6,6
White,6.7,0.25,0.22,8.95,0.035,15.0,99.0,0.9954,3.08,0.32,10.2,5
White,7.7,0.26,0.49,7.2,0.055,58.0,224.0,0.9968,3.14,0.53,8.9,5
White,7.4,0.23,0.36,2.3,0.051,9.0,143.0,0.99384,3.26,0.42,10.8,5
White,6.8,0.28,0.3,18.75,0.054,47.0,167.0,0.99906,3.4,0.51,9.6,5
White,5.8,0.22,0.32,1.8,0.025,30.0,93.0,0.98932,3.25,0.31,12.0,7
Red,9.9,0.33,0.34,2.3,0.067,6.0,14.0,0.9978,3.13,0.6,10.5,6
White,7.8,0.24,0.24,10.6,0.035,59.0,217.0,0.9952,3.03,0.46,10.8,5
White,6.2,0.25,0.31,16.0,0.057,36.0,131.0,0.99807,3.15,0.55,9.9,6
White,7.4,0.25,0.28,4.0,0.055,38.5,214.0,0.9948,3.42,0.51,9.3,6
White,6.5,0.15,0.29,5.6,0.048,47.0,152.0,0.9954,3.07,0.48,9.3,5
White,8.5,0.38,0.31,14.85,0.024,42.0,130.0,0.99396,2.98,0.36,12.5,8
White,6.7,0.18,0.28,12.8,0.066,26.0,157.0,0.99795,3.04,0.54,9.0,7
White,7.3,0.19,0.35,1.4,0.034,19.0,189.0,0.99097,3.02,0.42,12.8,8
White,5.3,0.39,0.51,11.2,0.045,51.0,160.0,0.99458,3.22,0.44,10.4,5
White,5.6,0.29,0.26,2.5,0.043,20.0,147.0,0.99252,3.46,0.48,10.0,6
White,6.5,0.255,0.23,1.3,0.039,12.0,51.0,0.99166,3.21,0.48,10.1,6
White,7.8,0.16,0.43,2.8,0.037,39.0,101.0,0.9923,3.02,0.54,11.8,8
White,7.3,0.32,0.42,6.6,0.041,25.0,194.0,0.9954,3.15,0.42,9.3,5
White,6.2,0.29,0.3,11.1,0.061,56.0,140.0,0.9974,3.39,0.39,9.7,6
Red,8.4,0.53,0.09,2.0,0.081,8.0,17.0,0.99659,3.34,0.56,10.0,5
White,7.2,0.23,0.42,8.0,0.043,61.0,187.0,0.99552,3.22,0.45,9.4,5
White,7.9,0.22,0.33,0.7,0.038,17.0,98.0,0.9917,3.21,0.47,10.8,5
Red,12.5,0.61,0.53,2.4,0.073,5.0,27.0,0.99928,2.94,0.72,10.9,5
White,7.1,0.31,0.3,9.4,0.042,25.0,167.0,0.99363,3.13,0.51,11.2,7
White,6.3,0.3,0.2,9.6,0.04,16.0,179.0,0.99543,3.16,0.47,9.5,5
White,7.0,0.26,0.36,1.1,0.035,47.0,101.0,0.99136,3.26,0.37,11.2,5
White,7.2,0.16,0.28,13.55,0.05,38.0,125.0,0.99818,2.96,0.49,9.0,7
White,7.2,0.16,0.74,11.1,0.054,68.0,160.0,0.9978,3.11,0.72,9.4,6
Red,9.1,0.71,0.23,2.2,0.21,25.0,122.0,0.9978,3.14,0.53,9.4,5
Red,6.2,0.59,0.01,1.7,0.077,8.0,24.0,0.99576,3.52,0.53,9.5,5
White,5.2,0.28,0.14,7.9,0.042,51.0,141.0,0.9952,3.19,0.46,9.0,6
Red,6.1,0.28,0.4,2.3,0.047,35.0,92.0,0.99191,3.32,0.49,11.6,4
Red,9.1,0.44,0.47,6.6,0.058,19.0,29.0,0.995,3.34,0.65,12.0,6
White,8.0,0.2,0.46,9.2,0.04,51.0,190.0,0.9959,3.08,0.43,10.5,6
Red,5.6,0.36,0.16,2.2,0.06,3.0,13.0,0.99358,3.78,0.72,11.4,4
White,6.6,0.23,0.24,1.5,0.066,32.0,90.0,0.9944,3.24,0.54,9.5,6
White,6.1,0.16,0.3,1.3,0.039,40.0,117.0,0.99176,3.41,0.5,11.8,7
Red,7.3,0.46,0.45,2.2,0.057,22.0,42.0,0.99554,3.29,0.54,10.0,5
White,7.9,0.29,0.56,7.2,0.052,54.0,242.0,0.9962,3.03,0.57,9.5,6
Red,9.8,0.26,0.56,2.5,0.165,12.0,24.0,0.998,2.9,0.92,9.9,7
White,6.4,0.23,0.35,8.7,0.047,50.0,197.0,0.9955,3.2,0.42,10.4,6
White,7.0,0.33,0.21,1.0,0.033,39.0,86.0,0.98974,3.12,0.38,12.2,7
White,6.6,0.3,0.38,5.5,0.039,20.0,78.0,0.9973,3.32,0.49,9.2,6
Red,10.2,0.55,0.46,3.3,0.192,15.0,40.0,1.0004,3.17,0.77,11.2,5
White,6.7,0.26,0.25,1.5,0.035,10.0,155.0,0.9914,3.13,0.35,11.2,6
White,5.6,0.26,0.15,4.8,0.043,40.0,119.0,0.9933,3.36,0.59,10.5,5
White,6.1,0.16,0.32,3.1,0.034,46.0,130.0,0.98984,3.31,0.3,12.0,6
White,6.2,0.21,0.29,12.8,0.048,44.0,189.0,0.99562,3.14,0.54,10.3,6
White,5.7,0.22,0.4,2.5,0.043,41.0,115.0,0.99308,3.36,0.46,11.2,6
White,6.8,0.26,0.35,1.6,0.036,10.0,126.0,0.99056,3.18,0.45,12.4,6
Red,9.5,0.26,0.58,2.35,0.073,6.0,10.0,0.9986,3.27,0.7,10.6,6
White,6.6,0.36,0.41,7.6,0.047,69.0,200.0,0.9955,3.08,0.45,9.2,5
White,5.7,0.31,0.32,1.4,0.055,37.0,151.0,0.99329,3.25,0.31,9.5,5
Red,9.1,0.24,0.46,2.8,0.079,15.0,38.0,0.9958,3.39,0.88,11.0,7
White,6.4,0.34,0.1,2.5,0.24,18.0,94.0,0.9937,3.23,0.46,9.0,6
White,8.1,0.17,0.49,1.9,0.05,15.0,150.0,0.9941,3.19,0.61,9.5,6
White,7.3,0.26,0.44,9.0,0.039,42.0,194.0,0.9991,3.39,0.41,9.2,5
White,6.2,0.27,0.31,1.3,0.015,14.0,92.0,0.98966,2.96,0.39,12.9,6
Red,7.9,0.82,0.13,2.6,0.096,15.0,61.0,0.9972,3.37,0.72,9.1,6
Red,6.8,0.47,0.14,3.1,0.079,52.0,63.0,0.99523,3.37,0.5,9.2,6
Red,7.8,0.58,0.06,2.0,0.088,35.0,95.0,0.99584,3.35,0.65,10.4,6
Red,5.9,1.02,0.14,1.6,0.067,17.0,28.0,0.993,3.57,0.43,12.1,5
White,5.8,0.41,0.14,6.3,0.042,41.0,185.0,0.9949,3.34,0.47,9.4,4
White,7.9,0.3,0.34,2.5,0.04,22.0,117.0,0.9918,3.22,0.69,11.2,5
White,6.0,0.4,0.22,2.0,0.031,30.0,75.0,0.98956,3.36,0.44,13.0,7
White,5.9,0.24,0.25,3.4,0.034,48.0,135.0,0.98992,3.27,0.43,11.6,7
Red,7.1,0.66,0.02,2.2,0.065,36.0,43.0,0.9972,3.5,0.56,9.6,5
White,6.6,0.22,0.33,1.4,0.036,41.0,119.0,0.9932,3.39,0.6,10.6,6
White,6.8,0.21,0.32,8.2,0.048,72.0,223.0,0.9951,3.09,0.36,9.4,6
White,7.1,0.4,0.26,7.2,0.041,39.0,124.0,0.99244,3.18,0.42,12.0,6
White,7.5,0.27,0.3,13.5,0.063,31.0,221.5,0.999,3.12,0.41,9.0,7
White,8.3,0.25,0.33,2.0,0.04,22.0,90.0,0.99,3.19,0.52,12.8,6
White,5.7,0.32,0.28,2.8,0.048,27.0,90.0,0.99346,3.29,0.56,12.1,7
White,6.5,0.44,0.98,2.4,0.04,29.0,143.0,0.98968,3.28,0.34,13.1,6
White,5.9,0.2,0.33,1.3,0.038,20.0,75.0,0.99076,2.91,0.6,11.1,6
White,6.6,0.19,0.24,6.8,0.049,74.0,164.0,0.99582,3.28,0.36,9.9,6
Red,6.8,0.845,0.03,2.4,0.106,15.0,90.0,0.9962,3.35,0.5,10.3,3
White,7.0,0.3,0.26,11.2,0.053,45.5,169.0,0.99827,3.14,0.49,9.2,5
White,6.7,0.22,0.18,9.3,0.049,54.0,203.0,0.99655,3.48,0.48,9.8,5
White,8.9,0.32,0.38,4.4,0.03,25.0,95.0,0.994,3.26,0.57,12.5,6
White,6.6,0.35,0.25,12.4,0.036,41.0,128.0,0.99635,3.2,0.43,10.0,5
White,6.4,0.33,0.22,7.3,0.04,43.0,174.0,0.99514,3.22,0.46,9.7,5
Red,12.7,0.24,0.5,1.6,0.053,17.0,22.0,0.9982,3.15,0.57,11.2,6
White,6.1,0.33,0.3,2.8,0.053,39.5,178.0,0.993,3.29,0.67,10.6,6
Red,8.9,0.615,0.28,1.5,0.361,36.0,154.0,0.9979,3.29,0.54,8.8,5
White,7.6,0.16,0.33,7.4,0.025,44.0,146.0,0.99368,3.01,0.34,11.8,6
Red,9.3,1.125,0.28,1.0,0.075,11.0,84.0,0.9978,3.04,0.44,9.0,5
White,7.5,0.2,0.28,14.6,0.038,23.0,180.0,0.9999,2.93,0.46,9.1,7
White,5.8,0.58,0.13,4.3,0.039,30.0,158.0,0.99422,3.54,0.48,10.8,6
White,7.2,0.26,0.31,7.4,0.047,31.0,188.0,0.9956,3.15,0.49,9.5,5
White,6.5,0.28,0.24,5.7,0.038,41.0,115.0,0.99028,2.98,0.36,12.4,7
White,6.5,0.25,0.47,15.5,0.035,50.0,133.0,0.99708,3.08,0.38,10.5,6
White,7.4,0.2,0.3,1.2,0.023,19.0,80.0,0.98932,3.24,0.38,12.3,6
Red,7.6,0.53,0.58,1.9,0.056,14.0,20.0,0.9956,3.32,0.45,9.4,6
White,6.4,0.5,0.26,9.2,0.038,66.0,174.0,0.99666,3.2,0.38,9.9,5
Red,12.8,0.44,0.49,2.6,0.071,9.0,17.0,0.9988,3.34,0.64,10.5,6
White,6.8,0.3,0.23,2.9,0.029,28.0,85.0,0.98934,3.21,0.55,13.4,6
White,8.6,0.24,0.32,5.4,0.067,15.0,100.0,0.99388,3.13,0.38,10.1,5
White,6.9,0.23,0.32,10.0,0.039,66.0,133.0,0.9946,3.08,0.26,10.6,6
White,7.8,0.26,0.29,10.6,0.053,78.0,245.0,0.99653,3.1,0.48,9.1,6
White,7.6,0.2,0.26,9.6,0.05,10.0,146.0,0.9948,3.1,0.45,10.9,4
White,7.4,0.44,0.49,1.1,0.038,35.0,146.0,0.993,3.4,0.65,11.1,5
Red,9.9,0.28,0.4,2.0,0.079,19.0,69.0,0.9967,3.28,0.71,10.0,6
White,8.1,0.27,0.33,1.1,0.028,24.0,128.0,0.992,3.07,0.47,10.9,5
White,9.4,0.28,0.2,1.6,0.051,6.0,127.0,0.9934,3.2,0.4,9.7,4
Red,7.0,0.29,0.35,3.7,0.077,28.0,125.0,0.99598,3.3,0.57,10.4,5
White,6.5,0.32,0.49,1.2,0.027,15.0,78.0,0.98896,3.21,0.6,13.6,7
White,6.5,0.59,0.07,1.7,0.041,4.0,49.0,0.9942,3.06,0.33,10.7,5
White,6.3,0.29,0.52,10.2,0.041,28.0,162.0,0.99708,3.02,0.45,9.3,5
White,5.4,0.32,0.23,2.8,0.035,24.0,69.0,0.9897,3.25,0.44,12.3,6
Red,8.2,0.26,0.5,2.1,0.06,10.0,45.0,0.99513,3.25,0.63,12.3,6
White,7.8,0.19,0.31,6.9,0.038,52.0,173.0,0.994,3.04,0.35,10.5,6
White,5.9,0.25,0.29,1.1,0.057,13.0,57.0,0.991,3.13,0.42,11.5,7
White,6.8,0.69,0.13,8.0,0.05,5.0,114.0,0.99467,3.07,0.4,9.2,5
White,7.6,0.19,0.35,13.5,0.051,43.0,144.0,0.9969,2.98,0.38,9.0,5
White,7.4,0.16,0.24,8.85,0.054,27.0,103.0,0.99628,3.04,0.41,9.0,6
White,7.7,0.26,0.36,11.0,0.036,93.0,240.0,0.997,3.23,0.5,9.5,6
White,5.9,0.44,0.13,1.8,0.059,16.0,137.0,0.9927,3.3,0.39,9.4,5
White,6.5,0.3,0.2,6.0,0.044,29.0,86.0,0.9951,3.22,0.62,9.2,6
White,6.9,0.28,0.27,8.8,0.062,31.0,107.0,0.99584,3.3,0.42,9.5,6
White,6.6,0.24,0.57,10.6,0.047,57.0,139.0,0.9979,3.0,0.5,10.0,5
Red,5.6,0.43,0.2,1.4,0.074,8.0,76.0,0.99324,3.57,0.61,10.4,6
White,7.1,0.39,0.31,13.0,0.055,52.0,210.0,0.9975,3.25,0.47,9.5,5
Red,10.8,0.38,0.57,2.0,0.098,6.0,18.0,1.0004,3.21,0.63,9.4,6
Red,10.7,0.53,0.45,2.0,0.084,15.0,38.0,0.9989,3.15,0.74,10.0,6
White,7.5,0.28,0.33,13.5,0.046,61.0,182.0,0.9972,3.18,0.38,9.6,5
Red,7.3,0.68,0.07,1.8,0.079,11.0,34.0,0.99745,3.41,0.81,9.3,5
White,7.5,0.24,0.21,16.7,0.053,66.0,170.0,0.99904,3.14,0.46,8.8,6
White,7.1,0.35,0.18,8.8,0.052,36.0,162.0,0.99582,3.1,0.47,8.7,5
Red,10.3,0.42,0.51,2.45,0.074,9.0,20.0,0.9974,3.28,0.57,9.8,6
White,9.2,0.11,0.41,1.8,0.044,34.0,100.0,0.993,3.14,0.34,10.2,7
Red,7.2,0.24,0.39,1.8,0.074,33.0,57.0,0.99625,3.33,1.04,10.9,6
Red,6.2,0.3,0.28,2.25,0.096,9.0,12.0,0.9943,3.66,0.94,12.1,6
White,5.5,0.1,0.22,5.8,0.037,46.0,159.0,0.99132,3.34,0.43,11.2,6
Red,6.2,0.2,0.25,4.0,0.024,29.0,126.0,0.99281,3.18,0.65,10.9,5
White,5.9,0.39,0.34,3.0,0.05,27.0,142.0,0.9931,3.3,0.43,10.1,5
White,6.0,0.11,0.37,1.7,0.039,20.0,70.0,0.98986,3.02,0.38,12.2,7
White,7.3,0.33,0.4,8.4,0.026,18.0,87.0,0.99348,3.13,0.51,12.2,7
Red,7.7,0.3,0.45,1.9,0.078,23.0,47.0,0.996,3.37,0.86,9.8,5
Red,14.0,0.34,0.79,1.4,0.066,3.0,30.0,0.9975,3.17,0.6,10.4,6
Red,7.6,0.37,0.42,2.0,0.088,4.0,9.0,0.99592,3.22,0.55,9.0,6
White,6.4,0.305,0.43,5.6,0.053,28.0,154.0,0.9945,3.18,0.46,9.4,5
White,6.6,0.26,0.26,1.2,0.053,63.0,140.0,0.995,3.09,0.56,9.1,6
White,6.8,0.33,0.35,7.95,0.031,43.0,177.0,0.99186,3.03,0.43,11.6,5
White,6.8,0.18,0.28,14.2,0.057,31.0,115.0,0.99854,3.05,0.4,8.7,6
Red,8.8,0.35,0.52,2.0,0.085,10.0,24.0,0.9946,3.27,0.86,11.8,6
White,6.3,0.25,0.36,1.2,0.051,35.0,119.0,0.99135,3.17,0.68,10.0,6
White,6.9,0.29,0.32,4.0,0.038,23.0,122.0,0.994,3.25,0.6,10.0,5
White,8.4,0.255,0.34,1.0,0.046,5.0,18.0,0.9946,3.13,0.34,10.0,4
Red,7.8,0.65,0.07,1.9,0.104,7.0,26.0,0.99632,3.43,0.68,10.3,5
White,6.5,0.15,0.38,14.7,0.042,39.0,90.0,0.9979,3.48,0.32,9.6,5
White,7.0,0.26,0.22,2.5,0.056,18.0,111.0,0.992,3.26,0.49,10.6,7
Red,7.2,0.795,0.18,2.2,0.098,12.0,34.0,0.9977,3.21,0.64,9.5,5
White,6.4,0.28,0.26,2.0,0.047,18.0,166.0,0.9934,3.22,0.63,10.2,7
White,7.0,0.35,0.49,4.8,0.019,25.0,124.0,0.9912,3.28,0.61,12.8,7
White,6.5,0.28,0.3,9.5,0.047,31.0,166.0,0.9986,3.43,0.6,9.4,5
Red,9.3,0.64,0.22,2.6,0.084,5.0,20.0,0.9976,3.2,0.54,10.1,5
White,6.9,0.25,0.34,1.3,0.038,10.0,76.0,0.98937,2.99,0.61,13.0,5
White,7.4,0.19,0.43,1.6,0.044,40.0,132.0,0.9938,3.44,0.48,10.3,5
White,8.5,0.2,0.35,6.8,0.045,39.0,178.0,0.9942,3.22,0.37,10.2,6
White,6.6,0.45,0.39,5.9,0.042,56.0,133.0,0.9938,3.16,0.6,10.0,5
White,6.4,0.46,0.16,3.0,0.198,22.0,91.0,0.99474,3.09,0.54,9.1,5
White,7.0,0.33,0.44,1.4,0.051,30.0,200.0,0.9937,3.19,0.54,9.9,5
White,7.1,0.43,0.38,13.2,0.06,45.0,170.0,0.9975,3.1,0.6,9.0,6
White,5.5,0.34,0.35,2.5,0.047,3.0,73.0,0.98952,3.36,0.38,12.2,5
White,6.7,0.33,0.29,5.9,0.033,20.0,87.0,0.9891,3.17,0.46,13.5,7
White,6.8,0.16,0.34,1.5,0.045,37.0,193.0,0.99299,3.5,0.54,10.3,7
White,7.1,0.47,0.12,3.1,0.046,31.0,116.0,0.99187,3.09,0.39,11.4,5
White,8.0,0.16,0.49,1.5,0.037,17.0,131.0,0.9936,3.24,0.38,10.5,5
White,6.3,0.2,0.38,1.4,0.04,27.0,90.0,0.99135,3.22,0.58,11.5,6
White,7.1,0.42,0.3,0.8,0.027,14.0,99.0,0.99028,2.98,0.59,12.4,5
Red,9.8,0.3,0.53,4.4,0.1,3.0,10.0,0.9965,3.2,0.9,11.3,7
White,6.2,0.33,0.24,4.9,0.035,48.0,159.0,0.9946,3.39,0.76,11.4,6
White,8.0,0.29,0.49,8.0,0.03,28.0,193.0,0.9951,3.26,0.59,12.5,7
Red,7.2,0.53,0.21,2.3,0.074,15.0,63.0,0.99588,3.27,0.5,10.3,5
White,8.3,0.18,0.36,1.5,0.047,21.0,100.0,0.992,3.26,0.85,12.3,7
White,6.2,0.39,0.4,5.4,0.046,30.0,178.0,0.9953,3.23,0.36,9.6,6
White,6.0,0.23,0.24,18.7,0.044,37.0,110.0,0.99945,3.22,0.54,9.2,6
Red,6.7,0.56,0.22,1.9,0.075,8.0,40.0,0.9988,3.33,0.59,9.2,5
White,6.9,0.28,0.28,11.0,0.026,36.0,106.0,0.99534,3.03,0.53,10.7,6
White,6.0,0.28,0.27,7.5,0.047,36.0,110.0,0.9949,3.24,0.48,9.4,5
Red,9.6,0.62,0.49,7.5,0.099,38.0,169.0,1.0,3.37,0.6,9.7,5
