Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
1545,0.165594,0.394958,0.315603,0.044116,394.229274,,-0.143466,-1.169582,2.737049,0.863209,0.066416,0.606769,0.065623,0.329829,999.58987,0.439515,1.193783,0.178823,0.044584,56.229964,2.564411,0.171437,-0.013225,0.526382,0.720677,0.194262,109.423958,1.479671,4.686023,0.563359,-0.02879,1550.559857,5.735976,3.661301,0.212597,1.462925,9990.604639,0.788283,0.065416,0.659384,1.495797,0.110678,137.165617,90.312164,-0.348778,0.928654,13.549301,0.099842,0.058605,1.154703,0.686577,0.408738,1.898157,3.541436,2624.48581,0.108098,0.974906,0.910822,,3.716595,6.352941,257.446717,2.182974,10.285884,0.0
1546,0.339308,0.346461,0.515539,-0.005045,90.05203,,0.482642,4.433557,1.344694,0.930707,0.38928,3.759398,0.306381,0.172627,354.303585,1.908384,0.31131,0.536028,0.325145,7.28191,2.386645,0.695307,0.163152,0.826696,0.757873,0.438499,313.105679,-0.030896,4.088982,-0.082896,0.123835,2278.942094,6.139824,6.118542,0.502825,2.371467,23.871567,0.963096,0.276197,-0.503972,1.107957,0.263083,72.183632,40.914454,2.277846,6.895744,81.480647,0.218182,0.283436,3.988134,0.403041,-0.242742,-4.725967,5.647749,6856.129971,0.223551,0.54132,0.714038,-0.039445,28.459617,29.75461,4.344078,20.125314,-2.174265,0.0
1547,0.035799,0.742263,-0.063205,3.29614,-85.409258,-0.220048,-0.100671,2.25974,1.01686,0.464974,0.01537,0.111395,0.171169,-0.193573,3547.364118,0.211894,2.453144,0.041999,-0.04235,27.565157,0.17857,0.036774,-0.018167,-0.045034,0.072397,0.452376,70.151836,5.287181,4.66629,0.388324,0.056476,166.224154,5.005475,-0.825707,0.00173,2.291656,54.741255,0.355325,-0.001907,-0.791422,-0.258256,0.002733,61.34225,12.778828,0.797439,2.073757,21.92393,-0.001181,-0.021345,1.974424,0.626587,0.361624,3.448539,4.427771,-175.461276,0.004938,-0.253499,0.977263,,3.19558,4.147485,225.607024,5.799996,85.84034,0.0
1548,0.251663,0.340556,0.441957,9.628315,-130.366544,,0.283723,10.997143,1.322708,0.78983,0.175666,11.856851,0.414932,0.277135,-550.003954,0.340912,0.992612,0.335691,0.185954,67.189749,1.412452,0.30231,0.127896,0.865035,0.480444,-0.210391,6361.081038,-2.399847,3.932713,0.006882,0.14418,2269.852674,3.920833,20.425737,0.301734,0.861881,,1.001116,0.197037,2.933019,1.137054,0.198388,124.748177,72.532801,1.528161,3.157776,30.557231,0.226989,0.254691,0.804847,0.321678,0.458033,0.718999,10.561345,24428.192368,0.188954,0.062888,0.816332,,50.09764,6.84044,-60.530617,153.071991,84.301092,0.0
1549,0.050461,0.203494,0.268779,3.274501,-49.357568,,-0.170364,-1.532221,1.88538,0.884984,0.15471,0.371977,0.275104,0.114466,2373.551354,0.4177,0.063957,0.136283,-0.083759,26.512035,0.926575,0.02927,0.102015,-0.020856,0.777528,0.939597,64.774027,2.885936,4.609219,0.326006,-0.004236,181.39102,0.792345,0.106044,-0.002641,1.181114,,1.015511,0.080911,0.742906,1.987638,,125.42948,74.232359,1.399784,-0.312369,78.386129,0.058722,-0.031012,3.532233,0.144969,0.345753,-7.89271,1.149898,18512.41569,0.257898,-0.1669,0.776575,0.656021,15.345934,2.454632,116.287917,3.037318,22.512394,0.0
1550,0.0785,0.478379,-0.102564,-0.101991,275.46188,0.152278,0.033146,-1.14605,1.033077,0.428048,0.044316,0.941099,0.071697,-0.012021,3455.733179,0.249778,2.356197,-0.142055,-0.032276,24.342465,0.977886,,-0.047318,0.05351,0.246364,-0.448537,12027.754318,10.173695,4.69504,0.224803,0.052485,2151.557731,0.962848,1.241933,0.035804,1.578318,29.009647,0.647123,0.081955,0.603357,-0.422646,0.015148,91.740278,36.896511,0.6256,2.677138,68.441964,0.037531,0.030857,2.115998,0.451688,0.270316,2.999466,-2.450277,542.653564,0.052067,-0.003882,0.93185,1.434839,25.050078,7.426611,48.346428,4.880906,64.79274,0.0
1551,0.025558,0.161699,0.421978,4.181076,-176.078913,,0.032737,3.522452,0.983594,0.845124,0.117443,-0.003622,0.089705,-0.053891,3259.022269,0.731397,1.176421,-0.181196,0.045124,48.758442,0.551227,0.011396,0.01045,0.091123,0.066819,0.650853,-208.620905,8.645569,4.197443,0.51164,0.111167,1905.056288,12.097585,16.243821,0.019317,3.195367,30.872947,0.808286,0.002788,0.814545,-0.462281,-0.038146,103.37148,79.053526,0.55308,-0.382443,105.058155,-0.006108,-0.001559,3.057322,0.460714,-0.087058,1.084144,1.999536,19179.744791,0.02643,-0.414298,0.97653,-0.046629,11.960564,3.571807,-45.831621,6.296236,48.510247,0.0
1552,0.190572,0.245109,0.564602,3.613794,147.779321,,0.585696,1922.808273,1.417124,0.696996,0.189972,5.265524,0.484497,0.690768,111.463557,,1.995842,0.293484,0.267888,,1.472394,0.266817,0.267938,0.905309,0.904641,2.468536,411.363605,2.294449,4.225225,-0.147242,0.391043,293.740173,9.894719,-0.449095,0.482853,0.81221,,1.014371,0.478761,2.614362,1.371052,0.340515,24.453773,345.040929,1.50624,1.190862,-15.280974,0.389125,0.272186,7.650984,0.167001,-0.20254,-0.663711,6.583792,6566.039637,0.241625,0.592666,0.733889,-0.208998,35.395209,29.935931,263.302689,15.700782,58.816084,0.0
1553,0.249204,0.1638,0.391902,2.239478,-60.470925,0.429059,0.297697,1.221368,1.544927,0.565947,0.400328,0.277619,0.168193,0.209593,1874.218476,7.917867,12.809347,0.368998,0.204432,117.565447,1.3349,0.324383,0.158519,0.893124,0.507949,1.620076,225.62087,3.01368,5.761962,0.536169,0.197151,2414.334773,15.80746,8.080535,0.285909,1.080701,52.357794,0.618505,0.193945,3.07861,1.826434,0.133583,117.553645,57.981534,2.882277,1.555526,74.486315,0.273991,0.055219,6.85334,0.035599,0.384836,-2.012378,6.486539,5504.093697,0.186018,0.399727,0.849662,0.140419,6.218936,5.016567,297.251832,12.90599,58.870535,0.0
1554,0.281254,-0.000986,0.341079,2.660629,394.889839,-0.104389,0.35267,18.836306,1.619702,0.7073,0.287728,0.405397,0.219401,0.529968,-263.630472,-0.003611,3.652809,0.242552,0.232134,45.883348,2.147524,0.173356,0.133051,0.62755,0.52708,6.067257,-97.938547,5.990979,4.060246,-0.020104,0.236953,2239.016485,3.357532,3.028013,0.239374,1.126645,-1.265338,0.863917,0.153304,1.073309,0.909582,0.081265,132.366308,43.282865,1.817787,5.172937,17.443257,0.096883,0.087698,1.397256,0.056904,0.530437,1.176451,3.358209,34765.726504,0.163072,0.737272,0.832049,0.129426,25.70988,2.7721,-222.514741,8.546832,81.622376,0.0
1555,0.116713,-0.076103,0.349924,2.805252,-161.172105,0.865653,-0.014688,3.656624,1.145147,0.63981,0.152583,1.192894,0.046826,0.031201,-230.987464,0.544732,0.7454,0.053111,0.026383,37.422698,0.980649,0.158612,0.006941,0.402028,0.621698,0.40222,80.940224,2.054137,4.062465,-0.032611,0.106572,998.272575,-1.254329,2.748153,0.13382,2.109955,,0.595197,0.001929,0.076989,1.216448,0.126115,145.579878,80.261521,-0.465122,3.092845,85.760012,0.19066,0.001146,1.23388,0.396521,-0.234298,1.630627,7.264939,-424.787473,0.102716,0.032469,0.894861,-0.172703,7.58742,4.199506,-24.157795,7.712683,41.290904,0.0
1556,0.139964,0.606647,0.303449,0.747121,687.727146,0.017742,-0.101199,-0.499644,1.075814,0.703494,0.237031,0.070566,0.088752,0.140789,1590.797442,1.040081,0.000337,0.183565,-0.046267,30.160924,2.26937,0.104212,0.035474,0.341029,0.712209,0.445066,-294.55531,4.21043,4.318805,0.454573,0.004094,205.107597,9.581916,6.514148,0.105139,3.576114,25.576427,0.402685,0.083863,2.846313,1.578058,-0.033716,86.100543,76.043146,7.608135,3.053549,31.776829,0.152811,0.042198,1.130611,0.248278,0.286994,-1.886584,10.334563,6422.365907,0.063952,0.254984,0.912321,-0.196678,46.808039,4.577245,295.839786,5.171315,37.819832,0.0
1557,0.061199,0.191624,0.427356,0.243494,571.030041,,0.017354,-2.374144,1.941151,0.670644,0.21,0.59747,0.135814,0.316174,1611.64752,0.075024,7.458382,0.211644,0.034429,12.195049,2.187237,0.059586,-0.020704,0.256386,0.660377,-0.117744,71.327682,0.903205,3.998896,-0.164588,0.062122,1485.445457,-1.206181,-1.208867,0.136981,1.494939,-1.301823,0.881685,0.071808,0.46532,1.326116,0.077398,259.535173,56.976035,0.77664,1.728997,86.527186,0.127916,0.153945,2.807058,0.160942,-0.083835,-6.205319,6.739833,9393.986912,0.104773,-0.018257,0.899478,-0.126195,9.407539,4.484916,296.811916,3.484877,50.315203,0.0
1558,0.22969,0.290716,0.723151,7.233194,-128.288919,,0.297635,12.04415,1.360038,0.867495,0.203593,2.181843,0.189519,0.162719,-460.97562,3.156823,23.336263,-0.136439,0.195573,91.885112,1.334045,0.302551,0.108475,0.663488,0.425207,1.545698,-8.26265,40.96971,3.606503,-1.402892,0.225704,32.763258,10.734358,2.558005,0.265114,1.372259,,0.841094,0.256984,2.573372,0.719072,0.242458,104.379548,64.056434,4.946777,15.496059,24.230499,0.122634,0.379036,3.981736,0.174078,-0.060936,6.677075,8.199763,2562.965132,0.22128,0.708174,0.728138,,3.180132,6.398135,-129.448591,7.890189,23.897501,0.0
1559,0.076228,0.802075,0.182462,2.245939,238.675477,0.165406,0.086603,1.981755,4.013115,0.52524,0.062103,0.55357,0.097389,0.022878,1854.96998,1.344511,2.672031,-0.079922,-0.038858,59.285071,1.903438,0.077588,0.036654,0.392694,0.30911,0.864364,2.776735,-2.465765,3.250028,0.21346,0.012938,2036.952641,2.469858,0.706152,0.083751,1.838947,,0.497576,0.04304,-0.023979,-0.162898,-0.036837,79.747579,49.320016,-0.799758,1.313005,94.736637,0.086991,0.002649,3.243493,0.851207,0.347515,-3.223185,7.725968,2307.121567,0.026689,-0.321625,0.973108,,25.000922,25.892467,82.386297,1.991693,34.578917,0.0
1560,0.601386,0.091892,0.706955,7.500185,673.207993,,0.61583,25.983776,1.450318,0.847703,0.457706,1.516196,0.310191,0.68312,78.326054,0.476445,6.680592,0.996961,0.553174,,0.897556,0.436913,0.214766,1.770222,0.779099,2.734119,-32.689807,6.656298,3.233223,0.095806,0.345603,1427.376188,16.169904,6.782157,0.738199,3.018449,45.903686,0.89352,0.284012,12.129478,1.545031,0.333463,45.822536,106.331336,1.40329,4.021024,83.661818,0.274849,0.2794,6.893776,0.091924,0.306177,23.099404,8.462122,1654.776469,0.246765,1.053146,0.834707,,130.983628,14.654153,-222.197828,14.192958,73.315968,0.0
1561,0.072092,0.59079,0.346715,0.98131,87.135718,-0.301162,-0.037782,0.837325,3.539508,0.464924,0.195577,0.061673,-0.024039,0.375646,-547.755214,0.340413,0.048107,-0.09556,0.037162,52.869752,1.11155,0.1525,-0.027152,1.032578,0.418301,-0.403952,-4.692054,3.615419,4.696839,0.110104,0.052725,119.86234,4.466995,1.507348,0.119018,0.85935,,0.742394,0.039574,3.519276,0.409282,0.034201,63.172843,51.634942,-0.004652,0.343654,63.558776,0.049562,-0.043118,2.088271,0.374951,0.226966,-5.739915,1.024224,22031.452996,0.023858,-0.475259,0.936933,,15.469889,3.823632,131.292796,4.252896,71.391704,0.0
1562,0.019005,0.729218,-0.098077,0.663299,512.414562,-0.163281,-0.081807,0.162691,0.973407,0.334149,0.025411,0.61372,0.26095,0.006959,2703.528468,1.367913,3.228367,-0.162633,0.037686,21.865864,3.345542,0.013572,-0.054599,0.128051,0.378473,-0.428712,103.486717,-2.840551,4.181514,0.64578,0.00725,1117.214018,6.399397,2.879536,-0.00214,2.021945,21.868612,0.395398,0.014231,0.75994,2.328107,0.044716,90.318753,45.695821,0.681741,1.861168,35.196338,0.013027,-0.008824,1.459442,0.507659,0.189857,4.215588,9.580691,-1679.800402,0.019647,0.01816,0.980762,,13.92914,9.21927,156.014856,3.218738,2.078937,0.0
1563,0.003794,0.241168,0.198934,3.612791,596.617137,-0.044982,-0.006157,-2.926557,2.96947,0.499693,0.104377,-0.828373,0.121246,-0.149558,2846.875507,1.30744,18.998102,-0.000972,0.056938,1.008597,0.121982,0.016012,-0.05034,0.242817,0.36763,0.721474,-308.637128,-2.580928,3.944799,-0.08473,0.093686,1435.994387,9.196489,3.950962,-0.078214,0.223206,,0.154419,-0.019236,0.46018,1.076547,0.057623,47.973828,38.016068,-1.507645,0.819906,-16.00049,-0.036412,-0.138353,0.581938,0.361199,0.193325,1.379973,3.540686,97.161831,-0.049076,-0.230344,1.051525,,1062.109764,8.603354,259.842943,9.153752,5.914879,0.0
1564,-0.225114,0.812699,0.053911,2.101634,525.711466,,-0.390799,-2.108188,0.946547,0.412124,-0.091063,-0.637775,0.114581,-0.126361,-1513.321563,1.52169,1.996688,-0.046513,-0.077076,365.467803,0.491345,-0.13118,-0.222083,-0.336851,0.142665,-0.451336,4.11596,6.191791,4.195071,0.003504,-0.131694,526.56704,7.037601,4.447802,-0.123251,0.630729,,0.667074,-0.128658,0.679523,-0.402202,-0.087227,104.436817,23.514769,-1.143271,3.00017,56.845913,-0.141453,-0.260195,-0.010036,0.355747,0.013938,-6.341999,0.929789,1438.2173,-0.133915,-0.417534,1.117437,,37.544836,11.065948,179.919634,2.400042,47.549005,1.0
1565,-0.037936,0.60607,-0.024066,2.449186,191.891087,-0.043961,-0.115285,0.505132,1.050894,0.127494,-0.067101,0.602277,0.078138,0.042082,-7872.847828,1.49554,1.436715,-0.043412,0.084804,93.236453,0.571153,0.068114,-0.004094,0.028787,0.202499,-0.31668,-123.018869,-2.803984,3.97964,-0.018791,0.053746,2351.350442,8.521328,6.698205,-0.003618,1.686028,,0.379348,-0.001474,0.870041,-0.391944,0.061991,102.537297,57.235669,-1.581936,-0.48687,110.545111,0.055942,-0.019497,3.867118,0.842715,0.280592,0.827426,5.886503,1968.788029,0.018926,-0.391202,1.02486,,5.849557,96.532085,55.093327,4.245363,16.276248,0.0
1566,-0.00085,0.569695,0.24327,0.252684,361.060949,0.112797,0.238079,0.098155,1.05689,0.375505,0.085968,-0.035682,0.055836,0.200134,-436.754819,1.854639,3.032533,0.063058,0.018965,29.496346,2.602926,0.451438,0.032488,0.514215,0.414907,0.923367,131.442031,4.197702,5.026243,0.683115,0.494928,884.509267,-0.925244,0.132307,0.173863,1.424017,-1.427052,0.560936,-0.024215,-0.719401,-0.273252,0.042354,91.87524,73.17378,3.143143,1.03589,151.741774,0.130036,-0.050181,3.990022,0.725087,-0.220616,0.000315,-0.092748,785.7273,0.009436,0.033339,0.963497,,7.799547,12.944576,258.330044,1.770039,87.756776,0.0
1567,-0.149706,0.843526,0.143974,1.836525,-110.779267,,-0.098835,-0.505806,1.865727,0.054584,-0.054738,-0.557313,-0.097638,-0.119228,-6384.331602,-0.349507,1.189599,0.069417,-0.423931,51.705947,3.118179,-0.077284,-0.167067,-0.262696,-0.204685,0.438404,-48.009626,7.19897,4.443033,1.308478,-0.031445,1231.855122,3.530555,1.656613,-0.065687,1.350601,54.983734,0.671304,-0.083664,-1.199503,0.290467,-0.107395,124.445549,174.392251,0.810698,1.4351,25.152114,-0.087138,-0.158834,2.557469,0.431446,0.949023,-1.599172,-1.980629,5193.671327,-0.067648,-1.63059,1.458541,0.737462,12.629935,12.327358,301.519056,4.535958,15.007766,0.0
1568,0.042806,0.297845,0.22606,3.02805,424.903311,-0.144998,0.088878,4.274438,1.893305,0.439531,0.028852,1.413555,0.115006,0.032634,2644.682172,12.071163,0.372765,-0.126976,-0.19341,23.179756,2.007969,0.096576,0.05169,0.410784,0.091295,0.810431,-184.639811,1.125474,3.093863,0.004113,0.101602,2512.931274,11.686998,-1.241939,0.145477,2.511484,,0.455105,0.03171,-0.295097,-0.600739,0.051618,47.242597,-2.172571,0.090421,31.606987,16.108501,0.005516,-0.052957,1.149906,0.465374,0.177281,1.10897,2.691028,3297.284024,0.037015,0.493912,1.001068,-0.115786,16.027968,6.765683,30.84908,6.954272,35.214732,0.0
1569,0.120025,0.366029,0.311911,1.867461,404.811664,,0.222125,1.564202,1.145972,0.191409,0.120207,0.044914,0.147043,0.361625,1907.479388,0.141159,1.891903,-0.036225,0.236583,77.403452,3.418301,0.204056,0.115624,0.273314,0.72981,0.63589,-231.002366,7.520579,4.097307,0.53926,0.128422,2055.793478,7.729938,-1.256327,0.16212,1.390954,14.518643,0.663326,0.110256,0.273072,1.43513,0.096539,96.428367,94.072176,0.13719,3.145298,184.16836,0.079553,0.110865,5.546298,0.118084,-0.023993,3.68576,4.484649,11235.560768,0.131489,-0.08791,0.856412,0.558551,5.643875,9.287436,-124.762465,4.744517,73.111767,0.0
1570,0.22813,0.47618,0.09552,3.374724,51.74088,0.24374,0.183401,3.337044,2.134197,0.608552,0.251561,1.413292,0.019259,0.305777,-55.431675,0.542488,1.22025,0.261105,0.123285,10.296897,3.493468,0.322481,0.197275,0.413641,,-0.057034,-40.658278,5.302098,6.099016,0.444149,0.229669,1837.705499,6.232137,-1.534856,0.252257,1.521433,,0.389383,0.12968,-0.218927,0.282863,0.153086,148.073099,16.677834,3.128788,-0.164616,31.754845,0.251835,0.088265,1.520531,0.580769,0.558082,-5.599294,9.67533,18052.760014,0.113678,1.597717,0.829391,,6.748164,2.261771,184.429486,3.101536,47.832958,0.0
1571,-0.047947,0.62792,0.175922,1.210618,299.694442,0.401116,-0.132448,-0.072292,1.081197,0.47687,0.068907,0.942289,0.056516,-0.063617,2333.6324,0.814688,0.11459,-0.118748,0.041645,28.44196,0.818932,0.049788,-0.011408,0.183937,0.085161,0.690493,-280.699978,5.075952,3.550972,0.450211,0.07961,1885.975508,5.20233,5.061214,0.089239,2.066587,33.108698,0.573088,0.040331,-0.102933,1.608471,1e-06,134.769954,26.998447,-0.142567,0.131786,48.571718,0.068409,-0.009401,0.967605,0.714296,0.51128,2.014227,2.206651,2545.421565,0.055455,0.262566,0.982594,0.228093,8.713581,5.465574,141.902699,-0.302699,59.408984,0.0
1572,0.130817,0.480771,0.391211,2.386604,661.164141,,0.31358,0.915038,3.063642,0.896311,0.121669,0.467911,0.054901,0.174116,951.062772,0.168102,2.268792,-0.156002,0.038557,4.150527,3.35928,0.138218,0.048032,0.458649,0.500113,-0.024739,90.472817,4.504482,3.980018,0.297076,0.028651,1632.886349,5.860115,7.059311,0.180998,3.990366,294.301623,0.584376,0.048752,6.069983,1.345902,-0.027248,118.616841,149.177284,0.48597,3.045976,50.197635,0.123984,-0.003446,3.409165,0.467469,0.464559,10.343401,15.498367,10463.467596,0.074237,-0.077194,0.952644,,9.284244,4.140292,317.304267,5.548916,45.301387,0.0
1573,-0.054856,0.669946,-0.211328,-0.00046,-334.660833,-0.262387,0.095362,0.696591,0.482471,0.098149,0.029756,0.118207,-0.120433,0.095596,3279.399572,1.272525,3.469346,-0.111334,0.088465,4.818517,2.905472,,-0.036449,0.225009,-0.30923,0.457138,,-2.705599,3.358348,0.577658,0.109635,209.984323,-0.449882,2.87606,0.09634,2.837739,63.9761,0.141694,0.125027,0.041267,2.091348,0.165673,84.642014,-0.923308,3.33105,-0.076907,93.767448,0.065421,0.042469,2.261774,0.82141,0.18176,4.347895,10.582491,-9893.667674,0.056221,0.125463,0.977455,-1.423282,2.054968,11.586457,113.924586,5.738701,73.106611,0.0
1574,0.150456,0.463189,0.258428,1.009589,427.468946,,0.295088,4.083506,1.52866,0.65733,0.106221,1.408163,0.044728,-0.068051,2354.769912,1.423513,0.265805,-0.199076,0.002218,29.139182,3.613797,,-0.071102,0.265554,0.33435,0.882899,,4.459204,4.826434,0.01991,0.148199,-65.515955,6.718664,5.49074,0.019291,0.611474,42.903844,0.322833,0.01335,0.911629,1.267446,,38.211929,54.344667,-1.027513,4.434008,52.927819,0.010843,0.044427,1.936465,0.18491,0.619453,-1.732156,-1.045979,17301.051804,0.315447,0.369445,0.766842,,14.892455,14.1732,308.456418,14.812016,8.992757,0.0
1575,0.128051,0.390028,0.333186,2.332189,125.40226,0.115078,0.264127,-0.616815,4.35124,0.374576,0.193377,0.464843,0.071027,0.253336,956.924296,0.197149,2.047239,0.138349,-0.053304,41.164756,0.578021,0.270284,-0.070989,0.500528,0.676198,0.086772,-16.418121,5.369376,3.976281,0.610326,0.082874,636.295421,7.700599,8.819871,0.15421,2.583033,51.735764,0.720127,0.071862,0.92799,0.463559,0.138523,92.361792,105.800781,3.295021,-0.242377,74.009967,0.10996,0.078866,2.582735,0.457656,-0.076326,0.990942,8.69586,-549.984539,0.075236,0.281255,0.944182,,16.311029,17.302974,180.634068,7.085076,79.507145,0.0
1576,-0.486417,3.414162,-2.831562,0.604498,600.478125,-2.765364,-1.223303,-3.581654,4.137185,-1.011654,0.005853,-0.468271,-0.051796,-1.327944,-2691.006472,-1.612043,2.233124,-0.469957,-0.475788,-2.484317,0.958294,-0.256767,-0.145866,-0.522275,-2.296696,0.124619,24.864079,-14.754558,4.146101,1.881476,-0.219062,2048.195792,0.296095,0.356188,-0.817223,13.216662,,-1.071761,-0.253006,-0.999582,0.21679,-0.099816,182.904317,11.196264,,1.293238,52.450493,-0.356111,-0.312128,3.462909,8.465795,0.360187,-16.569608,-3.890394,-455.938924,-0.128878,0.161895,0.998048,,11.224041,26.241248,1426.085078,3.923207,61.884697,0.0
1577,0.055183,0.408232,0.451449,3.254128,683.424496,0.185579,0.043578,-1.188596,2.035355,0.703975,0.08781,1.160973,0.247814,-0.130278,3566.728015,1.223113,0.236937,0.039567,0.040824,32.172522,0.851684,0.117612,-0.005966,0.416485,0.639343,-0.395268,72.142881,,4.921107,-0.162424,0.082097,1368.158463,7.31974,1.644098,0.224243,2.541313,1201.674276,0.557526,0.042041,0.533582,2.084305,0.069965,159.519702,214.468566,-0.69319,1.533488,133.911816,0.042708,0.134917,2.81386,0.445658,0.556573,-4.467832,3.346031,6562.167933,0.10827,-0.173828,0.911505,,10.827538,1.665306,44.758247,6.56461,19.125579,0.0
1578,0.018076,0.604886,0.271844,1.065801,439.677129,-0.262722,-0.108306,5.346041,1.198072,0.365213,0.064877,-0.034685,0.030238,0.020719,2088.539824,0.012775,2.911221,-0.104097,0.07946,36.981475,0.266087,0.138882,0.01503,0.395276,0.059069,0.234882,-156.069468,0.085057,5.158106,0.357792,0.107402,2014.487372,0.962789,0.591153,0.03655,1.047663,10.85383,0.613035,0.080865,-0.735264,0.485582,0.142621,272.445599,55.155739,-0.523241,0.212077,56.548323,-0.005396,0.013664,1.539512,0.398462,0.43957,-8.02279,5.702382,1184.613028,0.037298,-0.11709,0.95411,,15.983113,1.999326,162.300372,3.950668,79.066827,0.0
1579,0.036671,0.485999,-0.16382,3.664993,299.37853,0.293718,0.02449,3.069101,1.054073,0.45666,-0.019587,0.913514,0.028225,-0.135825,3946.982392,0.88614,0.398434,-0.178314,0.055619,20.73506,2.174904,0.077437,0.060783,0.125981,0.169916,0.127154,-224.174431,0.396189,5.021868,1.179025,-0.018572,816.136879,0.97711,2.37755,0.02359,1.170958,47.256575,0.599971,0.030932,1.113471,0.46524,0.005651,154.681005,35.409931,0.817069,1.995043,72.223921,0.018751,-0.053755,2.807685,0.367738,0.328606,0.31353,-2.51072,2005.147195,0.040702,0.243094,0.949435,-0.006849,13.21149,14.447189,241.064615,0.249507,19.118116,1.0
1580,-0.042545,0.567386,-0.322273,-0.288734,30.217112,-0.347748,0.054345,-2.407672,0.759047,0.465727,0.03289,0.045565,-0.021922,-0.198609,9056.794416,0.175879,13.651204,-0.036069,-0.038206,38.32954,2.849457,,0.037438,0.219343,0.15635,0.410684,-188.955395,5.5344,4.729352,-0.027958,0.187959,266.636588,-1.035479,1.158687,0.01349,1.498148,,0.581087,0.017045,-0.979376,0.056809,,73.854912,8.285489,-1.3671,0.366387,46.565054,-0.014907,0.065282,1.016327,0.530425,0.398664,-3.096174,8.979883,1614.53623,0.236562,-1.892948,0.909625,0.686032,2.627806,,319.58829,-0.228667,27.824845,0.0
1581,0.170953,0.714957,0.278952,2.095446,287.258103,-0.157878,-0.192653,0.004074,1.066969,0.408079,0.172513,1.299154,0.112684,0.287445,1936.146954,-0.073338,1.327138,0.387981,-0.033724,31.94854,-0.039468,0.110468,-0.048639,-0.277791,0.543364,-0.106705,2.869269,-0.106346,4.477752,0.529148,0.050405,578.632271,15.393642,1.208778,0.104511,2.611579,31.26684,0.333948,0.058233,0.4124,0.855464,-0.024107,89.966278,67.379145,1.152143,-0.435998,41.551102,0.124966,0.026423,1.671696,0.500635,0.508653,-1.06197,23.398544,2024.606023,0.044178,0.08779,0.957476,0.076674,8.557013,3.998423,174.381638,14.101438,31.766082,0.0
1582,-0.010204,0.810019,0.042633,-0.094597,-216.217586,0.282333,-0.04059,1.244112,2.204773,0.470391,0.056413,0.282401,0.069349,0.006178,2489.875975,0.901874,3.705725,-0.016512,0.077978,83.958601,3.065586,0.03695,-0.071152,0.202084,0.413704,1.039534,-73.785957,5.654626,3.735512,0.598031,0.026899,871.736438,6.312278,1.382765,0.015688,2.275887,,0.468877,0.018425,-0.357447,-0.030786,0.049036,95.592504,39.935965,-1.070645,1.604971,23.470696,-0.049397,0.012444,0.724837,0.351156,0.49869,0.697729,6.860608,451.309729,0.003684,-0.465343,0.972358,0.354922,11.763122,7.043041,50.143789,3.159185,8.350598,0.0
1583,-0.014073,0.768112,0.003439,2.521007,-70.06657,,0.016181,0.7522,1.816292,0.852734,0.080778,-1.328387,0.105752,0.055474,6829.066604,1.368571,8.44356,0.029054,0.07705,-1.665465,2.73279,-0.020046,0.005821,0.352566,0.36537,-0.291651,-114.112238,2.366838,4.015577,0.325981,0.093281,529.823035,1.379914,-0.709514,-0.089821,2.899936,,0.742357,-0.008128,0.558539,0.14741,0.02801,172.90565,53.519891,-0.381851,-0.011064,28.576488,-0.056644,-0.095694,2.722721,0.125612,0.525224,6.458837,6.082548,-689.184994,-0.046316,-0.483832,0.997711,,15.656591,8.385547,71.655333,3.815483,74.255499,0.0
1584,0.001814,0.813736,0.099318,1.695901,-60.211343,0.01907,-0.009275,3.806298,0.791021,0.322984,0.043532,0.344557,0.103356,0.007029,4545.499715,0.632104,3.82268,0.091799,-0.022637,35.639212,0.041812,0.092511,0.168576,-0.001696,0.237416,1.076118,-308.788924,3.450489,4.727482,0.6285,0.081773,367.0272,5.387833,2.452087,0.01948,1.00221,51.201322,0.564128,0.065183,-0.37353,1.112233,0.128746,259.081102,40.13871,-0.833362,2.487669,69.380981,-0.008495,0.004298,3.266717,0.218759,0.31146,-4.102717,-1.875219,1185.8001,0.075787,-0.404308,0.930995,2.332005,13.487658,8.880602,81.820787,2.40179,55.598522,0.0
1585,-0.013309,0.423347,0.41226,4.369925,165.667557,-0.040216,-0.00832,-0.268389,1.157084,0.362875,-0.104358,-0.544132,-0.147564,0.01084,-3953.857543,0.710036,2.174298,-0.093992,0.063055,116.198158,3.555617,-0.062989,-0.006854,-0.15822,0.573443,0.726674,-93.588714,7.291735,4.474691,0.50046,-0.02254,2267.955046,19.206401,6.963807,-0.129107,3.228583,,0.885619,-0.039953,-0.121846,0.983519,0.026515,91.13461,15.0199,-0.218023,0.584646,-8.35384,-0.073383,-0.071606,1.370546,0.131091,0.324472,-0.092592,-1.197485,2740.013518,-0.041435,0.05046,1.1502,,9.919896,5.419105,125.287262,20.210894,86.135957,0.0
